Data,faixaEtaria,sexo,quantidadeObitos
2020-04-25,60 a 64 anos,Masculino,20
2020-04-25,60 a 64 anos,Feminino,13
2020-04-25,65 a 69 anos,Masculino,17
2020-04-25,65 a 69 anos,Feminino,21
2020-04-25,70 a 74 anos,Masculino,38
2020-04-25,70 a 74 anos,Feminino,26
2020-04-25,75 a 79 anos,Masculino,31
2020-04-25,75 a 79 anos,Feminino,24
2020-04-25,80 anos ou mais,Masculino,61
2020-04-25,80 anos ou mais,Feminino,61
2020-04-26,0 a 4 anos,Masculino,1
2020-04-26,0 a 4 anos,Feminino,1
2020-04-26,20 a 24 anos,Masculino,2
2020-04-26,20 a 24 anos,Feminino,2
2020-04-26,25 a 29 anos,Masculino,2
2020-04-26,30 a 34 anos,Masculino,4
2020-04-26,30 a 34 anos,Feminino,3
2020-04-26,35 a 39 anos,Masculino,5
2020-04-26,35 a 39 anos,Feminino,4
2020-04-26,40 a 44 anos,Masculino,15
2020-04-26,40 a 44 anos,Feminino,8
2020-04-26,45 a 49 anos,Masculino,14
2020-04-26,45 a 49 anos,Feminino,9
2020-04-26,50 a 54 anos,Masculino,21
2020-04-26,50 a 54 anos,Feminino,10
2020-04-26,55 a 59 anos,Masculino,20
2020-04-26,55 a 59 anos,Feminino,13
2020-04-26,60 a 64 anos,Masculino,22
2020-04-26,60 a 64 anos,Feminino,16
2020-04-26,65 a 69 anos,Masculino,19
2020-04-26,65 a 69 anos,Feminino,21
2020-04-26,70 a 74 anos,Masculino,40
2020-04-26,70 a 74 anos,Feminino,29
2020-04-26,75 a 79 anos,Masculino,35
2020-04-26,75 a 79 anos,Feminino,27
2020-04-26,80 anos ou mais,Masculino,66
2020-04-26,80 anos ou mais,Feminino,70
2020-04-27,0 a 4 anos,Masculino,1
2020-04-27,0 a 4 anos,Feminino,1
2020-04-27,20 a 24 anos,Masculino,2
2020-04-27,20 a 24 anos,Feminino,2
2020-04-27,25 a 29 anos,Masculino,2
2020-04-27,30 a 34 anos,Masculino,4
2020-04-27,30 a 34 anos,Feminino,3
2020-04-27,35 a 39 anos,Masculino,5
2020-04-27,35 a 39 anos,Feminino,5
2020-04-27,40 a 44 anos,Masculino,15
2020-04-27,40 a 44 anos,Feminino,8
2020-04-27,45 a 49 anos,Masculino,14
2020-04-27,45 a 49 anos,Feminino,9
2020-04-27,50 a 54 anos,Masculino,21
2020-04-27,50 a 54 anos,Feminino,11
2020-04-27,55 a 59 anos,Masculino,20
2020-04-27,55 a 59 anos,Feminino,13
2020-04-27,60 a 64 anos,Masculino,22
2020-04-27,60 a 64 anos,Feminino,18
2020-04-27,65 a 69 anos,Masculino,19
2020-04-27,65 a 69 anos,Feminino,24
2020-04-27,70 a 74 anos,Masculino,45
2020-04-27,70 a 74 anos,Feminino,30
2020-04-27,75 a 79 anos,Masculino,37
2020-04-27,75 a 79 anos,Feminino,30
2020-04-27,80 anos ou mais,Masculino,72
2020-04-27,80 anos ou mais,Feminino,75
2020-04-28,0 a 4 anos,Masculino,1
2020-04-28,0 a 4 anos,Feminino,1
2020-04-28,20 a 24 anos,Masculino,2
2020-04-28,20 a 24 anos,Feminino,2
2020-04-28,25 a 29 anos,Masculino,2
2020-04-28,30 a 34 anos,Masculino,4
2020-04-28,30 a 34 anos,Feminino,3
2020-04-28,35 a 39 anos,Masculino,5
2020-04-28,35 a 39 anos,Feminino,5
2020-04-28,40 a 44 anos,Masculino,15
2020-04-28,40 a 44 anos,Feminino,8
2020-04-28,45 a 49 anos,Masculino,15
2020-04-28,45 a 49 anos,Feminino,9
2020-04-28,50 a 54 anos,Masculino,21
2020-04-28,50 a 54 anos,Feminino,11
2020-04-28,55 a 59 anos,Masculino,21
2020-04-28,55 a 59 anos,Feminino,13
2020-04-28,60 a 64 anos,Masculino,25
2020-04-28,60 a 64 anos,Feminino,18
2020-04-28,65 a 69 anos,Masculino,24
2020-04-28,65 a 69 anos,Feminino,25
2020-04-28,70 a 74 anos,Masculino,47
2020-04-28,70 a 74 anos,Feminino,30
2020-04-28,75 a 79 anos,Masculino,41
2020-04-28,75 a 79 anos,Feminino,32
2020-04-28,80 anos ou mais,Masculino,74
2020-04-28,80 anos ou mais,Feminino,83
2020-04-29,0 a 4 anos,Masculino,1
2020-04-29,0 a 4 anos,Feminino,1
2020-04-29,20 a 24 anos,Masculino,2
2020-04-29,20 a 24 anos,Feminino,2
2020-04-29,25 a 29 anos,Masculino,2
2020-04-29,25 a 29 anos,Feminino,1
2020-04-29,30 a 34 anos,Masculino,4
2020-04-29,30 a 34 anos,Feminino,3
2020-04-29,35 a 39 anos,Masculino,5
2020-04-29,35 a 39 anos,Feminino,5
2020-04-29,40 a 44 anos,Masculino,16
2020-04-29,40 a 44 anos,Feminino,8
2020-04-29,45 a 49 anos,Masculino,16
2020-04-29,45 a 49 anos,Feminino,9
2020-04-29,50 a 54 anos,Masculino,22
2020-04-29,50 a 54 anos,Feminino,11
2020-04-29,55 a 59 anos,Masculino,23
2020-04-29,55 a 59 anos,Feminino,13
2020-04-29,60 a 64 anos,Masculino,26
2020-04-29,60 a 64 anos,Feminino,21
2020-04-29,65 a 69 anos,Masculino,28
2020-04-29,65 a 69 anos,Feminino,25
2020-04-29,70 a 74 anos,Masculino,47
2020-04-29,70 a 74 anos,Feminino,32
2020-04-29,75 a 79 anos,Masculino,43
2020-04-29,75 a 79 anos,Feminino,35
2020-04-29,80 anos ou mais,Masculino,81
2020-04-29,80 anos ou mais,Feminino,87
2020-04-30,0 a 4 anos,Masculino,1
2020-04-30,0 a 4 anos,Feminino,1
2020-04-30,15 a 19 anos,Masculino,1
2020-04-30,20 a 24 anos,Masculino,2
2020-04-30,20 a 24 anos,Feminino,3
2020-04-30,25 a 29 anos,Masculino,2
2020-04-30,25 a 29 anos,Feminino,1
2020-04-30,30 a 34 anos,Masculino,5
2020-04-30,30 a 34 anos,Feminino,3
2020-04-30,35 a 39 anos,Masculino,5
2020-04-30,35 a 39 anos,Feminino,5
2020-04-30,40 a 44 anos,Masculino,17
2020-04-30,40 a 44 anos,Feminino,10
2020-04-30,45 a 49 anos,Masculino,17
2020-04-30,45 a 49 anos,Feminino,9
2020-04-30,50 a 54 anos,Masculino,25
2020-04-30,50 a 54 anos,Feminino,11
2020-04-30,55 a 59 anos,Masculino,25
2020-04-30,55 a 59 anos,Feminino,14
2020-04-30,60 a 64 anos,Masculino,27
2020-04-30,60 a 64 anos,Feminino,23
2020-04-30,65 a 69 anos,Masculino,32
2020-04-30,65 a 69 anos,Feminino,25
2020-04-30,70 a 74 anos,Masculino,48
2020-04-30,70 a 74 anos,Feminino,37
2020-04-30,75 a 79 anos,Masculino,43
2020-04-30,75 a 79 anos,Feminino,38
2020-04-30,80 anos ou mais,Masculino,89
2020-04-30,80 anos ou mais,Feminino,91
2020-05-01,0 a 4 anos,Masculino,1
2020-05-01,0 a 4 anos,Feminino,1
2020-05-01,15 a 19 anos,Masculino,1
2020-05-01,20 a 24 anos,Masculino,2
2020-05-01,20 a 24 anos,Feminino,3
2020-05-01,25 a 29 anos,Masculino,2
2020-05-01,25 a 29 anos,Feminino,1
2020-05-01,30 a 34 anos,Masculino,5
2020-05-01,30 a 34 anos,Feminino,3
2020-05-01,35 a 39 anos,Masculino,6
2020-05-01,35 a 39 anos,Feminino,5
2020-05-01,40 a 44 anos,Masculino,18
2020-05-01,40 a 44 anos,Feminino,10
2020-05-01,45 a 49 anos,Masculino,17
2020-05-01,45 a 49 anos,Feminino,10
2020-05-01,50 a 54 anos,Masculino,27
2020-05-01,50 a 54 anos,Feminino,11
2020-05-01,55 a 59 anos,Masculino,28
2020-05-01,55 a 59 anos,Feminino,14
2020-05-01,60 a 64 anos,Masculino,27
2020-05-01,60 a 64 anos,Feminino,26
2020-05-01,65 a 69 anos,Masculino,34
2020-05-01,65 a 69 anos,Feminino,25
2020-05-01,70 a 74 anos,Masculino,48
2020-05-01,70 a 74 anos,Feminino,38
2020-05-01,75 a 79 anos,Masculino,44
2020-05-01,75 a 79 anos,Feminino,40
2020-05-01,80 anos ou mais,Masculino,94
2020-05-01,80 anos ou mais,Feminino,93
2020-05-02,0 a 4 anos,Masculino,1
2020-05-02,0 a 4 anos,Feminino,1
2020-05-02,15 a 19 anos,Masculino,1
2020-05-02,20 a 24 anos,Masculino,2
2020-05-02,20 a 24 anos,Feminino,3
2020-05-02,25 a 29 anos,Masculino,2
2020-05-02,25 a 29 anos,Feminino,1
2020-05-02,30 a 34 anos,Masculino,5
2020-05-02,30 a 34 anos,Feminino,3
2020-05-02,35 a 39 anos,Masculino,6
2020-05-02,35 a 39 anos,Feminino,5
2020-05-02,40 a 44 anos,Masculino,18
2020-05-02,40 a 44 anos,Feminino,11
2020-05-02,45 a 49 anos,Masculino,17
2020-05-02,45 a 49 anos,Feminino,10
2020-05-02,50 a 54 anos,Masculino,27
2020-05-02,50 a 54 anos,Feminino,11
2020-05-02,55 a 59 anos,Masculino,28
2020-05-02,55 a 59 anos,Feminino,14
2020-05-02,60 a 64 anos,Masculino,27
2020-05-02,60 a 64 anos,Feminino,26
2020-05-02,65 a 69 anos,Masculino,34
2020-05-02,65 a 69 anos,Feminino,26
2020-05-02,70 a 74 anos,Masculino,49
2020-05-02,70 a 74 anos,Feminino,38
2020-05-02,75 a 79 anos,Masculino,45
2020-05-02,75 a 79 anos,Feminino,40
2020-05-02,80 anos ou mais,Masculino,94
2020-05-02,80 anos ou mais,Feminino,93
