Data,idMunicipio,municipio,qtdConfirmado,tipo,Obitos
2020-04-06,231140.0,QUIXERAMOBIM,1,Confirmado,0
2020-04-06,231200.0,SANTANA DO ACARAU,1,Confirmado,0
2020-04-06,231220.0,SANTA QUITERIA,1,Confirmado,1
2020-04-06,231270.0,SENADOR POMPEU,1,Confirmado,0
2020-04-06,231290.0,SOBRAL,11,Confirmado,0
2020-04-06,231340.0,TIANGUA,1,Confirmado,1
2020-04-06,,Sem informação,7,Confirmado,0
2020-04-07,230075.0,AMONTADA,1,Confirmado,0
2020-04-07,230100.0,AQUIRAZ,28,Confirmado,0
2020-04-07,230110.0,ARACATI,2,Confirmado,1
2020-04-07,230220.0,BEBERIBE,1,Confirmado,0
2020-04-07,230280.0,CANINDE,1,Confirmado,0
2020-04-07,230330.0,CARIUS,2,Confirmado,1
2020-04-07,230350.0,CASCAVEL,1,Confirmado,0
2020-04-07,230360.0,CATARINA,1,Confirmado,0
2020-04-07,230370.0,CAUCAIA,14,Confirmado,1
2020-04-07,230410.0,CRATEUS,1,Confirmado,0
2020-04-07,230423.0,CROATA,1,Confirmado,0
2020-04-07,230428.0,EUSEBIO,1,Confirmado,0
2020-04-07,230430.0,FARIAS BRITO,1,Confirmado,1
2020-04-07,230440.0,FORTALEZA,1136,Confirmado,41
2020-04-07,230445.0,FORTIM,1,Confirmado,0
2020-04-07,230500.0,GUARACIABA DO NORTE,1,Confirmado,0
2020-04-07,230523.0,HORIZONTE,6,Confirmado,0
2020-04-07,230540.0,ICO,3,Confirmado,0
2020-04-07,230550.0,IGUATU,2,Confirmado,1
2020-04-07,230565.0,IPAPORANGA,1,Confirmado,0
2020-04-07,230590.0,IPUEIRAS,1,Confirmado,0
2020-04-07,230625.0,ITAITINGA,3,Confirmado,1
2020-04-07,230630.0,ITAPAJE,1,Confirmado,0
2020-04-07,230640.0,ITAPIPOCA,1,Confirmado,0
2020-04-07,230690.0,JAGUARIBE,3,Confirmado,1
2020-04-07,230730.0,JUAZEIRO DO NORTE,3,Confirmado,0
2020-04-07,230750.0,LAVRAS DA MANGABEIRA,1,Confirmado,0
2020-04-07,230760.0,LIMOEIRO DO NORTE,1,Confirmado,0
2020-04-07,230765.0,MARACANAU,17,Confirmado,1
2020-04-07,230770.0,MARANGUAPE,2,Confirmado,0
2020-04-07,230810.0,MAURITI,1,Confirmado,0
2020-04-07,230940.0,NOVO ORIENTE,2,Confirmado,0
2020-04-07,230970.0,PACATUBA,2,Confirmado,0
2020-04-07,231050.0,PEDRA BRANCA,1,Confirmado,0
2020-04-07,231085.0,PINDORETAMA,1,Confirmado,0
2020-04-07,231130.0,QUIXADA,4,Confirmado,0
2020-04-07,231140.0,QUIXERAMOBIM,1,Confirmado,0
2020-04-07,231200.0,SANTANA DO ACARAU,1,Confirmado,0
2020-04-07,231220.0,SANTA QUITERIA,2,Confirmado,1
2020-04-07,231270.0,SENADOR POMPEU,1,Confirmado,0
2020-04-07,231290.0,SOBRAL,14,Confirmado,0
2020-04-07,231340.0,TIANGUA,1,Confirmado,1
2020-04-07,,Sem informação,11,Confirmado,0
2020-04-08,230075.0,AMONTADA,1,Confirmado,0
2020-04-08,230100.0,AQUIRAZ,28,Confirmado,0
2020-04-08,230110.0,ARACATI,2,Confirmado,1
2020-04-08,230220.0,BEBERIBE,1,Confirmado,0
2020-04-08,230280.0,CANINDE,1,Confirmado,0
2020-04-08,230330.0,CARIUS,2,Confirmado,1
2020-04-08,230350.0,CASCAVEL,1,Confirmado,0
2020-04-08,230360.0,CATARINA,1,Confirmado,0
2020-04-08,230370.0,CAUCAIA,16,Confirmado,1
2020-04-08,230410.0,CRATEUS,1,Confirmado,0
2020-04-08,230423.0,CROATA,1,Confirmado,0
2020-04-08,230428.0,EUSEBIO,1,Confirmado,0
2020-04-08,230430.0,FARIAS BRITO,1,Confirmado,1
2020-04-08,230440.0,FORTALEZA,1230,Confirmado,43
2020-04-08,230445.0,FORTIM,1,Confirmado,0
2020-04-08,230500.0,GUARACIABA DO NORTE,1,Confirmado,0
2020-04-08,230523.0,HORIZONTE,6,Confirmado,0
2020-04-08,230535.0,ICAPUI,1,Confirmado,0
2020-04-08,230540.0,ICO,3,Confirmado,0
2020-04-08,230550.0,IGUATU,5,Confirmado,1
2020-04-08,230565.0,IPAPORANGA,1,Confirmado,0
2020-04-08,230590.0,IPUEIRAS,2,Confirmado,0
2020-04-08,230620.0,ITAICABA,1,Confirmado,0
2020-04-08,230625.0,ITAITINGA,4,Confirmado,1
2020-04-08,230630.0,ITAPAJE,1,Confirmado,0
2020-04-08,230640.0,ITAPIPOCA,1,Confirmado,0
2020-04-08,230690.0,JAGUARIBE,3,Confirmado,1
2020-04-08,230730.0,JUAZEIRO DO NORTE,3,Confirmado,0
2020-04-08,230750.0,LAVRAS DA MANGABEIRA,1,Confirmado,0
2020-04-08,230760.0,LIMOEIRO DO NORTE,1,Confirmado,0
2020-04-08,230765.0,MARACANAU,17,Confirmado,1
2020-04-08,230770.0,MARANGUAPE,2,Confirmado,0
2020-04-08,230810.0,MAURITI,1,Confirmado,0
2020-04-08,230850.0,MOMBACA,1,Confirmado,0
2020-04-08,230940.0,NOVO ORIENTE,2,Confirmado,0
2020-04-08,230970.0,PACATUBA,2,Confirmado,0
2020-04-08,231050.0,PEDRA BRANCA,1,Confirmado,0
2020-04-08,231085.0,PINDORETAMA,1,Confirmado,0
2020-04-08,231130.0,QUIXADA,6,Confirmado,0
2020-04-08,231140.0,QUIXERAMOBIM,1,Confirmado,0
2020-04-08,231200.0,SANTANA DO ACARAU,1,Confirmado,0
2020-04-08,231220.0,SANTA QUITERIA,2,Confirmado,1
2020-04-08,231270.0,SENADOR POMPEU,1,Confirmado,0
2020-04-08,231290.0,SOBRAL,14,Confirmado,0
2020-04-08,231340.0,TIANGUA,1,Confirmado,1
2020-04-08,,Sem informação,11,Confirmado,0
2020-04-09,230075.0,AMONTADA,1,Confirmado,0
2020-04-09,230100.0,AQUIRAZ,28,Confirmado,0
2020-04-09,230110.0,ARACATI,2,Confirmado,1
2020-04-09,230220.0,BEBERIBE,1,Confirmado,0
2020-04-09,230280.0,CANINDE,1,Confirmado,0
2020-04-09,230330.0,CARIUS,2,Confirmado,1
2020-04-09,230350.0,CASCAVEL,1,Confirmado,0
2020-04-09,230360.0,CATARINA,1,Confirmado,0
2020-04-09,230370.0,CAUCAIA,16,Confirmado,1
