Data,tipo,idMunicipio,qtdConfirmado,municipio,Obitos
2020-02-18,Confirmado,230440,1,FORTALEZA,0
2020-02-19,Confirmado,230440,1,FORTALEZA,0
2020-02-20,Confirmado,230440,1,FORTALEZA,0
2020-02-21,Confirmado,230440,1,FORTALEZA,0
2020-02-22,Confirmado,230440,1,FORTALEZA,0
2020-02-23,Confirmado,230440,1,FORTALEZA,0
2020-02-24,Confirmado,230440,1,FORTALEZA,0
2020-02-25,Confirmado,230440,1,FORTALEZA,0
2020-02-26,Confirmado,230440,1,FORTALEZA,0
2020-02-27,Confirmado,230440,1,FORTALEZA,0
2020-02-28,Confirmado,230440,1,FORTALEZA,0
2020-02-29,Confirmado,230440,1,FORTALEZA,0
2020-03-01,Confirmado,230440,2,FORTALEZA,0
2020-03-02,Confirmado,230440,2,FORTALEZA,0
2020-03-03,Confirmado,230440,2,FORTALEZA,0
2020-03-04,Confirmado,230440,3,FORTALEZA,0
2020-03-05,Confirmado,230440,3,FORTALEZA,0
2020-03-06,Confirmado,230440,4,FORTALEZA,0
2020-03-07,Confirmado,230100,1,AQUIRAZ,0
2020-03-07,Confirmado,230440,4,FORTALEZA,0
2020-03-08,Confirmado,230100,1,AQUIRAZ,0
2020-03-08,Confirmado,230440,4,FORTALEZA,0
2020-03-09,Confirmado,230100,1,AQUIRAZ,0
2020-03-09,Confirmado,230440,4,FORTALEZA,0
2020-03-10,Confirmado,230100,1,AQUIRAZ,0
2020-03-10,Confirmado,230440,5,FORTALEZA,0
2020-03-11,Confirmado,230100,1,AQUIRAZ,0
2020-03-11,Confirmado,230440,9,FORTALEZA,0
2020-03-12,Confirmado,230100,1,AQUIRAZ,0
2020-03-12,Confirmado,230440,12,FORTALEZA,0
2020-03-13,Confirmado,230100,2,AQUIRAZ,0
2020-03-13,Confirmado,230195,1,BARREIRA,0
2020-03-13,Confirmado,230370,1,CAUCAIA,0
2020-03-13,Confirmado,230440,22,FORTALEZA,0
2020-03-13,Confirmado,230445,1,FORTIM,0
2020-03-13,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-13,Confirmado,230765,1,MARACANAU,0
2020-03-14,Confirmado,230100,2,AQUIRAZ,0
2020-03-14,Confirmado,230195,1,BARREIRA,0
2020-03-14,Confirmado,230370,1,CAUCAIA,0
2020-03-14,Confirmado,230440,41,FORTALEZA,0
2020-03-14,Confirmado,230445,1,FORTIM,0
2020-03-14,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-14,Confirmado,230765,1,MARACANAU,0
2020-03-15,Confirmado,230100,2,AQUIRAZ,0
2020-03-15,Confirmado,230195,1,BARREIRA,0
2020-03-15,Confirmado,230370,1,CAUCAIA,0
2020-03-15,Confirmado,230440,58,FORTALEZA,0
2020-03-15,Confirmado,230445,1,FORTIM,0
2020-03-15,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-15,Confirmado,230765,1,MARACANAU,0
2020-03-16,Confirmado,230100,5,AQUIRAZ,0
2020-03-16,Confirmado,230195,1,BARREIRA,0
2020-03-16,Confirmado,230370,1,CAUCAIA,0
2020-03-16,Confirmado,230440,94,FORTALEZA,0
2020-03-16,Confirmado,230445,1,FORTIM,0
2020-03-16,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-16,Confirmado,230765,1,MARACANAU,0
2020-03-16,Confirmado,231130,2,QUIXADA,0
2020-03-16,Confirmado,231290,1,SOBRAL,0
2020-03-17,Confirmado,230100,6,AQUIRAZ,0
2020-03-17,Confirmado,230195,1,BARREIRA,0
2020-03-17,Confirmado,230370,1,CAUCAIA,0
2020-03-17,Confirmado,230440,137,FORTALEZA,0
2020-03-17,Confirmado,230445,1,FORTIM,0
2020-03-17,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-17,Confirmado,230765,3,MARACANAU,0
2020-03-17,Confirmado,231130,2,QUIXADA,0
2020-03-17,Confirmado,231290,1,SOBRAL,0
2020-03-18,Confirmado,230100,7,AQUIRAZ,0
2020-03-18,Confirmado,230195,1,BARREIRA,0
2020-03-18,Confirmado,230370,1,CAUCAIA,0
2020-03-18,Confirmado,230440,210,FORTALEZA,0
2020-03-18,Confirmado,230445,1,FORTIM,0
2020-03-18,Confirmado,230550,2,IGUATU,0
2020-03-18,Confirmado,230730,1,JUAZEIRO DO NORTE,0
2020-03-18,Confirmado,230765,3,MARACANAU,0
2020-03-18,Confirmado,230770,1,MARANGUAPE,0
2020-03-18,Confirmado,230810,1,MAURITI,0
2020-03-18,Confirmado,231130,2,QUIXADA,0
2020-03-18,Confirmado,231290,4,SOBRAL,0
2020-03-19,Confirmado,230100,13,AQUIRAZ,0
2020-03-19,Confirmado,230195,1,BARREIRA,0
2020-03-19,Confirmado,230220,1,BEBERIBE,0
2020-03-19,Confirmado,230370,1,CAUCAIA,0
2020-03-19,Confirmado,230440,263,FORTALEZA,0
2020-03-19,Confirmado,230445,1,FORTIM,0
2020-03-19,Confirmado,230550,2,IGUATU,0
2020-03-19,Confirmado,230590,1,IPUEIRAS,0
2020-03-19,Confirmado,230690,1,JAGUARIBE,0
2020-03-19,Confirmado,230730,2,JUAZEIRO DO NORTE,0
2020-03-19,Confirmado,230765,4,MARACANAU,0
2020-03-19,Confirmado,230770,1,MARANGUAPE,0
2020-03-19,Confirmado,230810,1,MAURITI,0
2020-03-19,Confirmado,231130,2,QUIXADA,0
2020-03-19,Confirmado,231290,5,SOBRAL,0
2020-03-20,Confirmado,230100,18,AQUIRAZ,0
2020-03-20,Confirmado,230110,2,ARACATI,0
2020-03-20,Confirmado,230195,1,BARREIRA,0
2020-03-20,Confirmado,230220,1,BEBERIBE,0
2020-03-20,Confirmado,230370,2,CAUCAIA,0
2020-03-20,Confirmado,230428,1,EUSEBIO,0
2020-03-20,Confirmado,230440,389,FORTALEZA,0
2020-03-20,Confirmado,230445,1,FORTIM,0
2020-03-20,Confirmado,230550,2,IGUATU,0
2020-03-20,Confirmado,230590,1,IPUEIRAS,0
2020-03-20,Confirmado,230630,1,ITAPAJE,0
2020-03-20,Confirmado,230690,1,JAGUARIBE,0
