Data,idMunicipio,municipio,qtdConfirmado,tipo,Obitos
2020-03-28,230550,IGUATU,5,Confirmado,0
2020-03-28,230565,IPAPORANGA,1,Confirmado,0
2020-03-28,230590,IPUEIRAS,2,Confirmado,0
2020-03-28,230620,ITAICABA,1,Confirmado,0
2020-03-28,230625,ITAITINGA,1,Confirmado,0
2020-03-28,230630,ITAPAJE,1,Confirmado,0
2020-03-28,230640,ITAPIPOCA,2,Confirmado,0
2020-03-28,230655,ITAREMA,1,Confirmado,0
2020-03-28,230690,JAGUARIBE,4,Confirmado,1
2020-03-28,230730,JUAZEIRO DO NORTE,3,Confirmado,0
2020-03-28,230760,LIMOEIRO DO NORTE,2,Confirmado,0
2020-03-28,230765,MARACANAU,20,Confirmado,0
2020-03-28,230770,MARANGUAPE,3,Confirmado,0
2020-03-28,230810,MAURITI,1,Confirmado,0
2020-03-28,230850,MOMBACA,2,Confirmado,0
2020-03-28,230940,NOVO ORIENTE,2,Confirmado,0
2020-03-28,230970,PACATUBA,2,Confirmado,0
2020-03-28,231130,QUIXADA,6,Confirmado,0
2020-03-28,231140,QUIXERAMOBIM,2,Confirmado,0
2020-03-28,231150,QUIXERE,2,Confirmado,0
2020-03-28,231180,RUSSAS,3,Confirmado,0
2020-03-28,231220,SANTA QUITERIA,1,Confirmado,1
2020-03-28,231200,SANTANA DO ACARAU,1,Confirmado,0
2020-03-28,231270,SENADOR POMPEU,1,Confirmado,0
2020-03-28,231280,SENADOR SA,1,Confirmado,0
2020-03-28,231290,SOBRAL,15,Confirmado,0
2020-03-28,0,Sem informação,4,Confirmado,0
2020-03-28,231310,TABULEIRO DO NORTE,1,Confirmado,0
2020-03-28,231340,TIANGUA,3,Confirmado,1
2020-03-28,231350,TRAIRI,1,Confirmado,0
2020-03-29,230100,AQUIRAZ,30,Confirmado,0
2020-03-29,230110,ARACATI,3,Confirmado,0
2020-03-29,230195,BARREIRA,1,Confirmado,0
2020-03-29,230220,BEBERIBE,2,Confirmado,0
2020-03-29,230280,CANINDE,1,Confirmado,0
2020-03-29,230350,CASCAVEL,1,Confirmado,0
2020-03-29,230360,CATARINA,1,Confirmado,0
2020-03-29,230370,CAUCAIA,26,Confirmado,0
2020-03-29,230410,CRATEUS,1,Confirmado,0
2020-03-29,230420,CRATO,1,Confirmado,0
2020-03-29,230423,CROATA,1,Confirmado,0
2020-03-29,230428,EUSEBIO,4,Confirmado,1
2020-03-29,230430,FARIAS BRITO,1,Confirmado,0
2020-03-29,230440,FORTALEZA,1224,Confirmado,10
2020-03-29,230445,FORTIM,1,Confirmado,0
2020-03-29,230500,GUARACIABA DO NORTE,1,Confirmado,0
2020-03-29,230523,HORIZONTE,4,Confirmado,0
2020-03-29,230540,ICO,2,Confirmado,0
2020-03-29,230550,IGUATU,5,Confirmado,0
2020-03-29,230565,IPAPORANGA,1,Confirmado,0
2020-03-29,230590,IPUEIRAS,2,Confirmado,0
2020-03-29,230620,ITAICABA,1,Confirmado,0
2020-03-29,230625,ITAITINGA,3,Confirmado,0
2020-03-29,230630,ITAPAJE,1,Confirmado,0
2020-03-29,230640,ITAPIPOCA,2,Confirmado,0
2020-03-29,230655,ITAREMA,1,Confirmado,0
2020-03-29,230690,JAGUARIBE,4,Confirmado,1
2020-03-29,230730,JUAZEIRO DO NORTE,3,Confirmado,0
2020-03-29,230760,LIMOEIRO DO NORTE,2,Confirmado,0
2020-03-29,230765,MARACANAU,24,Confirmado,0
2020-03-29,230770,MARANGUAPE,3,Confirmado,0
2020-03-29,230810,MAURITI,1,Confirmado,0
2020-03-29,230850,MOMBACA,2,Confirmado,0
2020-03-29,230940,NOVO ORIENTE,2,Confirmado,0
2020-03-29,230970,PACATUBA,2,Confirmado,0
2020-03-29,231130,QUIXADA,6,Confirmado,0
2020-03-29,231140,QUIXERAMOBIM,2,Confirmado,0
2020-03-29,231150,QUIXERE,2,Confirmado,0
2020-03-29,231180,RUSSAS,3,Confirmado,0
2020-03-29,231220,SANTA QUITERIA,1,Confirmado,1
2020-03-29,231200,SANTANA DO ACARAU,1,Confirmado,0
2020-03-29,231270,SENADOR POMPEU,1,Confirmado,0
2020-03-29,231280,SENADOR SA,1,Confirmado,0
2020-03-29,231290,SOBRAL,16,Confirmado,0
2020-03-29,0,Sem informação,5,Confirmado,0
2020-03-29,231310,TABULEIRO DO NORTE,1,Confirmado,0
2020-03-29,231340,TIANGUA,3,Confirmado,1
2020-03-29,231350,TRAIRI,1,Confirmado,0
2020-03-30,230100,AQUIRAZ,30,Confirmado,0
2020-03-30,230110,ARACATI,3,Confirmado,0
2020-03-30,230195,BARREIRA,1,Confirmado,0
2020-03-30,230220,BEBERIBE,2,Confirmado,0
2020-03-30,230280,CANINDE,1,Confirmado,0
2020-03-30,230350,CASCAVEL,1,Confirmado,0
2020-03-30,230360,CATARINA,1,Confirmado,0
2020-03-30,230370,CAUCAIA,28,Confirmado,0
2020-03-30,230410,CRATEUS,1,Confirmado,0
