Data,tipo,idMunicipio,qtdConfirmado,municipio,Obitos
2020-02-15,Confirmado,230440,8,FORTALEZA,0
2020-02-15,Confirmado,230770,1,MARANGUAPE,0
2020-02-16,Confirmado,230440,10,FORTALEZA,0
2020-02-16,Confirmado,230770,1,MARANGUAPE,0
2020-02-17,Confirmado,230440,12,FORTALEZA,0
2020-02-17,Confirmado,230770,1,MARANGUAPE,0
2020-02-18,Confirmado,230440,13,FORTALEZA,0
2020-02-18,Confirmado,230770,1,MARANGUAPE,0
2020-02-19,Confirmado,230440,13,FORTALEZA,0
2020-02-19,Confirmado,230770,1,MARANGUAPE,0
2020-02-20,Confirmado,230410,1,CRATEUS,0
2020-02-20,Confirmado,230440,13,FORTALEZA,0
2020-02-20,Confirmado,230770,1,MARANGUAPE,0
2020-02-21,Confirmado,230410,1,CRATEUS,0
2020-02-21,Confirmado,230440,14,FORTALEZA,0
2020-02-21,Confirmado,230770,1,MARANGUAPE,0
2020-02-22,Confirmado,230410,1,CRATEUS,0
2020-02-22,Confirmado,230440,17,FORTALEZA,0
2020-02-22,Confirmado,230770,1,MARANGUAPE,0
2020-02-23,Confirmado,230410,1,CRATEUS,0
2020-02-23,Confirmado,230440,17,FORTALEZA,0
2020-02-23,Confirmado,230770,1,MARANGUAPE,0
2020-02-23,Confirmado,230960,1,PACAJUS,0
2020-02-24,Confirmado,230410,1,CRATEUS,0
2020-02-24,Confirmado,230440,17,FORTALEZA,0
2020-02-24,Confirmado,230770,1,MARANGUAPE,0
2020-02-24,Confirmado,230960,1,PACAJUS,0
2020-02-25,Confirmado,230410,1,CRATEUS,0
2020-02-25,Confirmado,230440,17,FORTALEZA,0
2020-02-25,Confirmado,230770,1,MARANGUAPE,0
2020-02-25,Confirmado,230960,1,PACAJUS,0
2020-02-26,Confirmado,230410,1,CRATEUS,0
2020-02-26,Confirmado,230440,17,FORTALEZA,0
2020-02-26,Confirmado,230770,1,MARANGUAPE,0
2020-02-26,Confirmado,230960,1,PACAJUS,0
2020-02-27,Confirmado,230410,1,CRATEUS,0
2020-02-27,Confirmado,230440,17,FORTALEZA,0
2020-02-27,Confirmado,230770,1,MARANGUAPE,0
2020-02-27,Confirmado,230960,1,PACAJUS,0
2020-02-28,Confirmado,230410,1,CRATEUS,0
2020-02-28,Confirmado,230440,17,FORTALEZA,0
2020-02-28,Confirmado,230770,1,MARANGUAPE,0
2020-02-28,Confirmado,230960,1,PACAJUS,0
2020-02-29,Confirmado,230410,1,CRATEUS,0
2020-02-29,Confirmado,230440,17,FORTALEZA,0
2020-02-29,Confirmado,230770,1,MARANGUAPE,0
2020-02-29,Confirmado,230960,1,PACAJUS,0
2020-03-01,Confirmado,230410,1,CRATEUS,0
2020-03-01,Confirmado,230440,20,FORTALEZA,0
2020-03-01,Confirmado,230770,1,MARANGUAPE,0
2020-03-01,Confirmado,230960,1,PACAJUS,0
2020-03-02,Confirmado,230410,1,CRATEUS,0
2020-03-02,Confirmado,230440,22,FORTALEZA,0
2020-03-02,Confirmado,230770,1,MARANGUAPE,0
2020-03-02,Confirmado,230960,1,PACAJUS,0
2020-03-02,Confirmado,231290,1,SOBRAL,0
2020-03-03,Confirmado,230410,1,CRATEUS,0
2020-03-03,Confirmado,230440,23,FORTALEZA,0
2020-03-03,Confirmado,230765,1,MARACANAU,0
2020-03-03,Confirmado,230770,1,MARANGUAPE,0
2020-03-03,Confirmado,230960,1,PACAJUS,0
2020-03-03,Confirmado,231290,1,SOBRAL,0
2020-03-04,Confirmado,230410,1,CRATEUS,0
2020-03-04,Confirmado,230440,25,FORTALEZA,0
2020-03-04,Confirmado,230765,1,MARACANAU,0
2020-03-04,Confirmado,230770,1,MARANGUAPE,0
2020-03-04,Confirmado,230960,1,PACAJUS,0
2020-03-04,Confirmado,231290,1,SOBRAL,0
2020-03-05,Confirmado,230410,1,CRATEUS,0
2020-03-05,Confirmado,230440,28,FORTALEZA,0
2020-03-05,Confirmado,230765,1,MARACANAU,0
2020-03-05,Confirmado,230770,1,MARANGUAPE,0
2020-03-05,Confirmado,230960,1,PACAJUS,0
2020-03-05,Confirmado,231290,1,SOBRAL,0
2020-03-06,Confirmado,230410,1,CRATEUS,0
2020-03-06,Confirmado,230440,29,FORTALEZA,0
2020-03-06,Confirmado,230765,1,MARACANAU,0
2020-03-06,Confirmado,230770,1,MARANGUAPE,0
2020-03-06,Confirmado,230960,1,PACAJUS,0
2020-03-06,Confirmado,231290,1,SOBRAL,0
2020-03-06,Confirmado,231380,1,URUBURETAMA,0
2020-03-07,Confirmado,230100,1,AQUIRAZ,0
2020-03-07,Confirmado,230410,1,CRATEUS,0
2020-03-07,Confirmado,230440,32,FORTALEZA,0
2020-03-07,Confirmado,230765,1,MARACANAU,0
2020-03-07,Confirmado,230770,1,MARANGUAPE,0
2020-03-07,Confirmado,230960,1,PACAJUS,0
2020-03-07,Confirmado,231290,1,SOBRAL,0
2020-03-07,Confirmado,231380,1,URUBURETAMA,0
2020-03-08,Confirmado,230100,1,AQUIRAZ,0
2020-03-08,Confirmado,230410,1,CRATEUS,0
2020-03-08,Confirmado,230440,34,FORTALEZA,0
2020-03-08,Confirmado,230523,1,HORIZONTE,0
2020-03-08,Confirmado,230765,1,MARACANAU,0
2020-03-08,Confirmado,230770,1,MARANGUAPE,0
2020-03-08,Confirmado,230960,1,PACAJUS,0
2020-03-08,Confirmado,230970,1,PACATUBA,0
2020-03-08,Confirmado,231290,1,SOBRAL,0
2020-03-08,Confirmado,231380,1,URUBURETAMA,0
2020-03-09,Confirmado,230100,1,AQUIRAZ,0
2020-03-09,Confirmado,230410,1,CRATEUS,0
2020-03-09,Confirmado,230440,37,FORTALEZA,0
2020-03-09,Confirmado,230523,1,HORIZONTE,0
2020-03-09,Confirmado,230765,1,MARACANAU,0
2020-03-09,Confirmado,230770,1,MARANGUAPE,0
2020-03-09,Confirmado,230960,1,PACAJUS,0
2020-03-09,Confirmado,230970,1,PACATUBA,0
2020-03-09,Confirmado,231290,1,SOBRAL,0
2020-03-09,Confirmado,231380,1,URUBURETAMA,0
2020-03-10,Confirmado,230100,1,AQUIRAZ,0
2020-03-10,Confirmado,230410,1,CRATEUS,0
2020-03-10,Confirmado,230440,40,FORTALEZA,0
2020-03-10,Confirmado,230523,1,HORIZONTE,0
2020-03-10,Confirmado,230765,1,MARACANAU,0
2020-03-10,Confirmado,230770,1,MARANGUAPE,0
2020-03-10,Confirmado,230960,1,PACAJUS,0
2020-03-10,Confirmado,230970,1,PACATUBA,0
2020-03-10,Confirmado,231290,1,SOBRAL,0
2020-03-10,Confirmado,231380,1,URUBURETAMA,0
2020-03-10,Confirmado,231410,1,VICOSA DO CEARA,0
2020-03-11,Confirmado,230100,2,AQUIRAZ,0
2020-03-11,Confirmado,230410,1,CRATEUS,0
2020-03-11,Confirmado,230440,43,FORTALEZA,0
2020-03-11,Confirmado,230523,1,HORIZONTE,0
2020-03-11,Confirmado,230765,1,MARACANAU,0
2020-03-11,Confirmado,230770,2,MARANGUAPE,0
2020-03-11,Confirmado,230960,1,PACAJUS,0
2020-03-11,Confirmado,230970,1,PACATUBA,0
2020-03-11,Confirmado,231290,1,SOBRAL,0
2020-03-11,Confirmado,231380,1,URUBURETAMA,0
2020-03-11,Confirmado,231410,1,VICOSA DO CEARA,0
2020-03-12,Confirmado,230100,3,AQUIRAZ,0
2020-03-12,Confirmado,230410,1,CRATEUS,0
2020-03-12,Confirmado,230440,58,FORTALEZA,0
2020-03-12,Confirmado,230523,1,HORIZONTE,0
2020-03-12,Confirmado,230765,1,MARACANAU,0
2020-03-12,Confirmado,230770,2,MARANGUAPE,0
2020-03-12,Confirmado,230960,1,PACAJUS,0
2020-03-12,Confirmado,230970,1,PACATUBA,0
2020-03-12,Confirmado,231290,2,SOBRAL,0
2020-03-12,Confirmado,231380,1,URUBURETAMA,0
2020-03-12,Confirmado,231410,1,VICOSA DO CEARA,0
2020-03-13,Confirmado,230100.0,4,AQUIRAZ,0
2020-03-13,Confirmado,230220.0,1,BEBERIBE,0
2020-03-13,Confirmado,230370.0,1,CAUCAIA,0
2020-03-13,Confirmado,230410.0,1,CRATEUS,0
2020-03-13,Confirmado,230440.0,72,FORTALEZA,0
2020-03-13,Confirmado,230445.0,1,FORTIM,0
2020-03-13,Confirmado,230523.0,1,HORIZONTE,0
2020-03-13,Confirmado,230730.0,1,JUAZEIRO DO NORTE,0
2020-03-13,Confirmado,230765.0,2,MARACANAU,0
2020-03-13,Confirmado,230770.0,2,MARANGUAPE,0
2020-03-13,Confirmado,230960.0,1,PACAJUS,0
2020-03-13,Confirmado,230970.0,1,PACATUBA,0
2020-03-13,Confirmado,231290.0,2,SOBRAL,0
2020-03-13,Confirmado,231380.0,1,URUBURETAMA,0
2020-03-13,Confirmado,231410.0,1,VICOSA DO CEARA,0
