Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-01-06,2795,98,0,0,2,2,2,0,1,0.0,CE
2020-01-07,2795,98,0,0,2,2,2,0,1,0.0,CE
2020-01-08,2795,98,0,0,2,2,2,0,1,0.0,CE
2020-01-09,2795,98,0,0,2,3,2,0,1,0.0,CE
2020-01-10,2795,98,0,0,3,3,2,0,1,0.0,CE
2020-01-11,2795,98,0,0,3,3,2,0,1,0.0,CE
2020-01-12,2795,98,0,0,3,3,2,0,1,0.0,CE
2020-01-13,2795,98,0,0,3,3,2,0,1,0.0,CE
2020-01-14,2795,98,0,0,4,3,2,0,1,0.0,CE
2020-01-15,2795,98,0,0,4,3,2,0,3,0.0,CE
2020-01-16,2795,98,0,0,4,3,2,0,3,0.0,CE
2020-01-17,2795,98,0,0,4,3,2,0,3,0.0,CE
2020-01-18,2795,98,0,0,4,3,2,0,4,0.0,CE
2020-01-19,2795,98,0,0,5,3,2,0,5,0.0,CE
2020-01-20,2796,98,0,0,6,4,2,0,8,0.0,CE
2020-01-21,2796,98,0,0,7,4,2,0,8,0.0,CE
2020-01-22,2796,98,1,0,7,4,2,0,8,0.0,CE
2020-01-23,2796,98,1,0,7,5,2,0,11,0.0,CE
2020-01-24,2796,98,1,0,7,5,2,0,11,0.0,CE
2020-01-25,2796,98,1,0,7,5,2,0,11,0.0,CE
2020-01-26,2796,98,1,0,8,6,3,0,11,0.0,CE
2020-01-27,2796,98,1,0,9,6,3,0,11,0.0,CE
2020-01-28,2796,98,1,0,9,6,3,0,11,0.0,CE
2020-01-29,2796,98,1,0,9,6,3,0,11,0.0,CE
2020-01-30,2799,98,1,0,11,6,3,0,11,0.0,CE
2020-01-31,2799,98,1,0,12,6,3,0,11,0.0,CE
2020-02-01,2799,98,2,0,12,6,3,0,13,0.0,CE
2020-02-02,2799,98,2,0,14,6,3,0,17,0.0,CE
2020-02-03,2799,98,2,0,15,7,3,0,18,0.0,CE
2020-02-04,2801,98,2,0,16,7,3,0,20,0.0,CE
2020-02-05,2801,98,2,0,18,7,3,0,20,0.0,CE
2020-02-06,2801,98,2,0,18,7,3,0,20,0.0,CE
2020-02-07,2801,99,2,0,18,8,3,0,21,0.0,CE
2020-02-08,2801,99,2,0,19,8,3,0,21,0.0,CE
2020-02-09,2801,99,2,0,20,8,3,0,23,0.0,CE
2020-02-10,2801,99,2,0,20,8,3,0,23,0.0,CE
2020-02-11,2801,99,2,0,20,9,3,0,26,0.0,CE
2020-02-12,2801,99,2,0,20,10,3,0,29,0.0,CE
2020-02-13,2802,99,2,0,20,10,3,0,29,0.0,CE
2020-02-14,2802,99,3,0,20,12,3,0,32,0.0,CE
2020-02-15,2802,99,4,0,22,12,3,0,34,0.0,CE
2020-02-16,2802,99,4,0,22,13,3,0,35,0.0,CE
2020-02-17,2802,99,4,0,24,15,3,0,38,0.0,CE
2020-02-18,2802,99,4,0,24,16,3,0,39,0.0,CE
2020-02-19,2802,99,4,0,26,16,3,0,41,0.0,CE
2020-02-20,2803,99,4,0,28,17,4,0,47,0.0,CE
2020-02-21,2803,99,4,0,30,18,4,0,52,0.0,CE
2020-02-22,2803,99,4,0,33,23,6,0,55,0.0,CE
2020-02-23,2803,99,4,0,36,24,7,0,62,0.0,CE
2020-02-24,2807,99,4,0,37,25,8,0,67,0.0,CE
2020-02-25,2807,100,5,0,42,27,9,0,75,0.0,CE
2020-02-26,2807,100,5,0,45,27,9,0,77,0.0,CE
2020-02-27,2807,103,6,0,46,27,9,0,81,0.0,CE
2020-02-28,2807,108,6,0,56,27,9,0,87,0.0,CE
2020-02-29,2807,110,6,0,58,27,9,0,91,0.0,CE
2020-03-01,2807,115,7,0,78,31,9,0,102,0.0,CE
2020-03-02,2814,120,8,0,86,35,9,0,111,0.0,CE
2020-03-03,2814,127,8,0,97,37,9,0,119,0.0,CE
2020-03-04,2816,134,9,0,103,39,9,0,142,0.0,CE
2020-03-05,2816,136,11,1,113,42,9,0,160,0.0,CE
2020-03-06,2816,145,13,1,120,44,10,0,169,0.0,CE
2020-03-07,2821,150,14,1,137,46,10,0,181,0.0,CE
2020-03-08,2823,151,17,3,147,50,11,0,199,0.0,CE
2020-03-09,2829,156,18,4,167,55,11,0,217,0.0,CE
2020-03-10,2829,169,22,4,196,61,12,0,249,0.0,CE
2020-03-11,2846,181,25,4,228,67,14,0,271,0.0,CE
2020-03-12,2855,202,25,8,259,89,15,0,297,0.0,CE
