Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-03-18,3399,555,101,25,1517,391,27,0,779,0.0,CE
2020-03-19,3775,667,129,28,1922,486,29,0,905,0.0,CE
2020-03-20,4315,892,186,32,2480,675,37,0,1146,0.0,CE
2020-03-21,4804,1150,245,40,2980,840,40,0,1363,0.0,CE
2020-03-22,5276,1411,309,44,3457,983,46,0,1553,0.0,CE
2020-03-23,5845,1899,361,52,4099,1173,52,0,1835,0.0,CE
2020-03-24,6425,2302,404,55,4702,1396,57,3,2059,0.215,CE
2020-03-25,6916,2535,445,62,5212,1580,62,5,2289,0.316,CE
2020-03-26,7413,2851,483,65,5639,1752,68,8,2515,0.457,CE
2020-03-27,7790,3188,517,73,5918,1893,72,11,2786,0.581,CE
2020-03-28,8044,3371,559,77,6136,2001,73,13,3006,0.65,CE
2020-03-29,8305,3525,590,79,6333,2094,75,17,3244,0.812,CE
2020-03-30,8697,3888,626,84,6641,2230,78,21,3542,0.942,CE
2020-03-31,9068,4243,654,89,6834,2349,80,24,3772,1.022,CE
2020-04-01,9370,4610,703,97,7144,2549,85,26,4136,1.02,CE
2020-04-02,9636,5076,736,105,7344,2690,92,35,4399,1.301,CE
2020-04-03,9957,5509,774,113,7545,2814,93,44,4679,1.564,CE
2020-04-04,10203,5679,797,127,7727,2965,99,51,4917,1.72,CE
2020-04-05,10388,5840,838,134,7909,3116,104,59,5198,1.893,CE
2020-04-06,10793,6239,879,141,8162,3300,106,71,5589,2.152,CE
2020-04-07,11185,6663,925,147,8391,3506,109,78,5938,2.225,CE
2020-04-08,11647,7143,976,154,8633,3738,115,85,6264,2.274,CE
2020-04-09,12117,7469,1033,162,8973,3984,115,97,6604,2.435,CE
2020-04-10,12458,7673,1110,169,9278,4317,121,109,7137,2.525,CE
2020-04-11,12917,7912,1177,177,9504,4622,123,122,7555,2.64,CE
2020-04-12,13167,8136,1244,181,9723,4930,125,136,8039,2.759,CE
2020-04-13,13687,8597,1338,190,10015,5310,128,143,8611,2.693,CE
2020-04-14,14231,9180,1428,194,10319,5639,131,163,9165,2.891,CE
2020-04-15,14875,9787,1546,198,10648,5966,134,180,9734,3.017,CE
2020-04-16,15671,10426,1674,200,10945,6249,135,195,10275,3.12,CE
2020-04-17,16568,11045,1827,204,11246,6534,139,217,10859,3.321,CE
2020-04-18,17104,11361,2002,208,11449,6756,141,230,11408,3.404,CE
2020-04-19,17430,11663,2183,211,11618,6968,144,253,11986,3.631,CE
2020-04-20,18309,12521,2522,215,11920,7257,146,281,12857,3.872,CE
2020-04-21,18675,12916,2782,215,12062,7419,148,305,13444,4.111,CE
2020-04-22,19542,13324,3081,217,12210,7584,149,326,14063,4.299,CE
2020-04-23,20427,14230,3378,217,12359,7684,149,346,14744,4.503,CE
2020-04-24,21212,15624,3691,217,12442,7784,149,382,15420,4.908,CE
2020-04-25,21819,16468,4010,217,12488,7843,149,412,15989,5.253,CE
2020-04-26,22261,17186,4261,217,12513,7896,149,450,16517,5.699,CE
2020-04-27,23441,19060,4548,217,12579,7917,149,472,16960,5.962,CE
2020-04-28,24695,20902,4754,217,12635,7946,149,493,17217,6.204,CE
2020-04-29,25835,22695,4922,217,12725,7976,149,514,17305,6.444,CE
2020-04-30,26689,24163,5229,217,12740,8000,149,534,17327,6.675,CE
2020-05-01,26904,24354,5417,217,12740,8000,149,539,17327,6.738,CE
