Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-03-28,8218,3349,549,71,6133,2010,73,13,3004,0.647,CE
2020-03-29,8479,3502,580,73,6330,2106,75,17,3240,0.807,CE
2020-03-30,8871,3864,616,78,6637,2243,78,21,3535,0.936,CE
2020-03-31,9242,4222,643,84,6830,2362,80,24,3766,1.016,CE
2020-04-01,9544,4583,688,93,7142,2563,85,26,4132,1.014,CE
2020-04-02,9811,5050,719,101,7344,2702,92,35,4398,1.295,CE
2020-04-03,10130,5479,756,108,7547,2828,93,44,4676,1.556,CE
2020-04-04,10375,5650,777,122,7731,2983,99,51,4912,1.71,CE
2020-04-05,10562,5812,817,129,7914,3134,104,59,5193,1.883,CE
2020-04-06,10968,6210,858,136,8167,3321,106,71,5584,2.138,CE
2020-04-07,11366,6631,901,142,8395,3529,109,78,5940,2.21,CE
2020-04-08,11828,7111,948,149,8636,3765,115,86,6271,2.284,CE
2020-04-09,12301,7438,1005,158,8974,4014,116,98,6608,2.441,CE
2020-04-10,12642,7644,1071,166,9279,4353,121,110,7148,2.527,CE
2020-04-11,13099,7881,1135,174,9504,4661,123,123,7571,2.639,CE
2020-04-12,13349,8105,1199,178,9724,4976,125,137,8051,2.753,CE
2020-04-13,13871,8562,1286,187,10016,5357,128,144,8625,2.688,CE
2020-04-14,14418,9145,1362,191,10319,5688,131,164,9188,2.883,CE
2020-04-15,15064,9755,1468,195,10649,6021,134,182,9765,3.023,CE
2020-04-16,15859,10389,1576,197,10948,6309,135,198,10316,3.138,CE
2020-04-17,16755,11008,1693,201,11249,6605,139,221,10916,3.346,CE
2020-04-18,17291,11325,1833,205,11454,6832,141,237,11494,3.469,CE
2020-04-19,17616,11623,1985,208,11625,7053,144,260,12094,3.686,CE
2020-04-20,18492,12479,2266,211,11929,7362,146,290,13003,3.939,CE
2020-04-21,18850,12865,2485,211,12075,7530,148,315,13615,4.183,CE
2020-04-22,19713,13270,2743,213,12224,7700,149,337,14260,4.377,CE
2020-04-23,20522,14142,3002,213,12375,7812,149,358,14946,4.583,CE
2020-04-24,21251,15515,3276,213,12459,7934,149,397,15625,5.004,CE
2020-04-25,21717,16327,3554,213,12509,8011,149,427,16196,5.33,CE
2020-04-26,22072,17022,3782,213,12534,8074,149,472,16723,5.846,CE
2020-04-27,23132,18847,4046,213,12608,8107,149,500,17152,6.168,CE
2020-04-28,24365,20679,4253,213,12665,8141,149,526,17395,6.461,CE
2020-04-29,25501,22443,4418,213,12761,8179,149,554,17478,6.773,CE
2020-04-30,26416,23933,4758,213,12800,8204,149,582,17495,7.094,CE
2020-05-01,26957,24290,5112,213,12814,8231,149,594,17495,7.217,CE
2020-05-02,27105,24416,5226,213,12814,8231,149,595,17495,7.229,CE
