Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-03-17,2962,383,78,17,1036,278,23,0,650,0.0,CE
2020-03-18,3358,550,103,25,1514,395,26,0,780,0.0,CE
2020-03-19,3735,663,133,28,1919,490,28,0,905,0.0,CE
2020-03-20,4278,890,192,32,2475,677,36,0,1150,0.0,CE
2020-03-21,4767,1153,252,40,2975,843,39,0,1366,0.0,CE
2020-03-22,5239,1417,315,44,3455,986,45,0,1555,0.0,CE
2020-03-23,5808,1901,372,52,4098,1173,50,0,1834,0.0,CE
2020-03-24,6389,2304,417,55,4704,1396,56,3,2059,0.215,CE
2020-03-25,6880,2534,458,62,5215,1580,62,5,2288,0.316,CE
2020-03-26,7381,2850,496,65,5644,1752,68,8,2515,0.457,CE
2020-03-27,7760,3186,530,70,5926,1894,72,11,2786,0.581,CE
2020-03-28,8012,3369,574,74,6143,2000,73,13,3008,0.65,CE
2020-03-29,8273,3525,606,76,6339,2094,75,17,3244,0.812,CE
2020-03-30,8667,3890,640,81,6650,2231,78,21,3541,0.941,CE
2020-03-31,9038,4248,668,87,6843,2349,80,24,3771,1.022,CE
2020-04-01,9343,4609,716,95,7154,2549,85,26,4136,1.02,CE
2020-04-02,9610,5077,750,103,7353,2689,92,35,4399,1.302,CE
2020-04-03,9929,5506,788,110,7554,2812,93,44,4680,1.565,CE
2020-04-04,10177,5678,812,124,7736,2966,99,51,4915,1.719,CE
2020-04-05,10365,5840,854,131,7919,3116,104,59,5196,1.893,CE
2020-04-06,10769,6239,898,138,8172,3297,106,70,5590,2.123,CE
2020-04-07,11162,6663,945,144,8400,3501,109,77,5946,2.199,CE
2020-04-08,11624,7145,999,151,8641,3736,115,84,6273,2.248,CE
2020-04-09,12096,7471,1064,160,8979,3984,115,96,6608,2.41,CE
2020-04-10,12437,7680,1151,168,9284,4315,120,108,7135,2.503,CE
2020-04-11,12897,7917,1228,176,9509,4620,123,121,7547,2.619,CE
2020-04-12,13149,8141,1313,180,9729,4929,125,135,8012,2.739,CE
2020-04-13,13673,8604,1421,188,10023,5307,128,142,8578,2.676,CE
2020-04-14,14226,9190,1526,192,10323,5635,131,161,9124,2.857,CE
2020-04-15,14870,9801,1652,196,10653,5959,133,178,9686,2.987,CE
2020-04-16,15675,10440,1796,198,10948,6242,134,193,10209,3.092,CE
2020-04-17,16574,11059,1976,202,11247,6525,138,215,10771,3.295,CE
2020-04-18,17116,11377,2187,206,11450,6741,140,228,11294,3.382,CE
2020-04-19,17451,11684,2411,209,11616,6945,143,251,11845,3.614,CE
2020-04-20,18337,12548,2783,212,11917,7218,145,278,12706,3.851,CE
2020-04-21,18713,12939,3068,212,12061,7367,147,301,13286,4.086,CE
2020-04-22,19661,13363,3387,214,12208,7524,148,322,13906,4.28,CE
2020-04-23,20573,14284,3703,214,12359,7612,148,342,14587,4.493,CE
2020-04-24,21436,15697,4038,214,12440,7694,148,376,15260,4.887,CE
2020-04-25,22103,16564,4382,214,12486,7740,148,403,15819,5.207,CE
2020-04-26,22594,17294,4631,214,12511,7785,148,437,16352,5.613,CE
2020-04-27,23837,19190,4914,214,12578,7800,148,454,16799,5.821,CE
2020-04-28,25110,21054,5114,214,12633,7825,148,470,17053,6.006,CE
2020-04-29,26256,22856,5290,214,12722,7855,148,486,17138,6.187,CE
2020-04-30,26764,24144,5421,214,12737,7861,148,492,17153,6.259,CE
2020-05-01,26764,24144,5421,214,12737,7861,148,492,17153,6.259,CE
