Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,2367,122,3,0,16,9,2,0,33,0.0,CE
2020-02-16,2367,122,3,0,16,11,2,0,34,0.0,CE
2020-02-17,2367,122,3,0,17,13,2,0,37,0.0,CE
2020-02-18,2367,122,3,0,17,14,2,0,38,0.0,CE
2020-02-19,2367,122,3,0,19,14,2,0,40,0.0,CE
2020-02-20,2368,122,3,0,22,15,3,0,45,0.0,CE
2020-02-21,2368,122,3,0,24,16,3,0,49,0.0,CE
2020-02-22,2368,122,4,0,24,19,3,0,54,0.0,CE
2020-02-23,2368,122,4,0,27,20,4,0,61,0.0,CE
2020-02-24,2372,122,4,0,28,20,4,0,64,0.0,CE
2020-02-25,2372,123,6,0,29,20,4,0,72,0.0,CE
2020-02-26,2372,123,6,0,32,20,4,0,74,0.0,CE
2020-02-27,2372,126,6,0,33,20,4,0,79,0.0,CE
2020-02-28,2372,131,6,0,38,20,4,0,87,0.0,CE
2020-02-29,2372,135,8,0,40,20,4,0,92,0.0,CE
2020-03-01,2374,137,9,0,61,23,4,0,100,0.0,CE
2020-03-02,2390,138,11,0,72,26,5,0,108,0.0,CE
2020-03-03,2391,142,11,0,79,28,6,0,114,0.0,CE
2020-03-04,2397,147,12,0,89,30,6,0,136,0.0,CE
2020-03-05,2401,149,15,1,101,33,6,0,154,0.0,CE
2020-03-06,2411,155,17,1,116,35,7,0,162,0.0,CE
2020-03-07,2420,157,18,1,133,39,8,0,174,0.0,CE
2020-03-08,2422,157,21,3,143,43,10,0,192,0.0,CE
2020-03-09,2431,163,22,4,165,46,10,0,209,0.0,CE
2020-03-10,2437,171,27,4,197,50,11,0,244,0.0,CE
2020-03-11,2460,180,31,4,230,54,11,0,267,0.0,CE
2020-03-12,2498,195,35,8,282,71,11,0,295,0.0,CE
2020-03-13,2530,221,37,9,344,93,15,0,337,0.0,CE
2020-03-14,2584,238,41,11,441,126,17,0,386,0.0,CE
2020-03-15,2619,249,49,13,559,156,18,0,447,0.0,CE
2020-03-16,2759,327,61,13,782,213,22,0,540,0.0,CE
