Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,2647,126,2,0,16,12,2,0,32,0.0,CE
2020-02-16,2647,126,2,0,16,14,2,0,33,0.0,CE
2020-02-17,2647,126,2,0,17,16,2,0,36,0.0,CE
2020-02-18,2647,126,2,0,17,17,2,0,37,0.0,CE
2020-02-19,2647,126,2,0,19,17,2,0,39,0.0,CE
2020-02-20,2648,126,2,0,22,18,3,0,44,0.0,CE
2020-02-21,2648,126,2,0,24,19,3,0,48,0.0,CE
2020-02-22,2648,126,3,0,24,22,3,0,53,0.0,CE
2020-02-23,2648,126,3,0,27,23,4,0,60,0.0,CE
2020-02-24,2652,126,3,0,28,23,4,0,63,0.0,CE
2020-02-25,2652,127,4,0,29,23,4,0,72,0.0,CE
2020-02-26,2652,127,4,0,32,23,4,0,74,0.0,CE
2020-02-27,2652,130,5,0,33,23,4,0,78,0.0,CE
2020-02-28,2652,135,5,0,38,23,4,0,86,0.0,CE
2020-02-29,2652,139,7,0,41,23,4,0,90,0.0,CE
2020-03-01,2654,141,8,0,62,26,4,0,98,0.0,CE
2020-03-02,2670,142,9,0,73,29,5,0,107,0.0,CE
2020-03-03,2671,146,9,0,80,31,6,0,113,0.0,CE
2020-03-04,2677,151,10,0,90,33,6,0,135,0.0,CE
2020-03-05,2681,153,13,1,103,35,6,0,153,0.0,CE
2020-03-06,2691,159,15,1,118,37,7,0,161,0.0,CE
2020-03-07,2700,161,16,1,135,41,8,0,173,0.0,CE
2020-03-08,2702,161,20,3,145,44,10,0,191,0.0,CE
2020-03-09,2711,167,22,4,168,47,10,0,206,0.0,CE
2020-03-10,2717,175,26,4,200,51,11,0,241,0.0,CE
2020-03-11,2740,184,30,4,233,55,11,0,264,0.0,CE
2020-03-12,2777,198,33,8,285,72,11,0,292,0.0,CE
2020-03-13,2808,224,35,9,346,95,15,0,334,0.0,CE
2020-03-14,2862,241,39,11,442,128,17,0,383,0.0,CE
2020-03-15,2897,252,47,13,560,158,18,0,444,0.0,CE
2020-03-16,3038,329,60,13,784,215,22,0,536,0.0,CE
2020-03-17,3241,384,73,16,1038,281,23,0,648,0.0,CE
2020-03-18,3639,550,97,24,1515,401,26,0,776,0.0,CE
2020-03-19,4016,661,126,27,1917,494,28,0,906,0.0,CE
2020-03-20,4557,886,185,31,2475,682,36,0,1146,0.0,CE
2020-03-21,5047,1147,243,38,2972,850,39,0,1364,0.0,CE
2020-03-22,5515,1411,304,42,3451,992,45,0,1554,0.0,CE
2020-03-23,6086,1889,356,49,4094,1182,51,0,1835,0.0,CE
2020-03-24,6663,2289,396,51,4697,1401,57,4,2065,0.286,CE
2020-03-25,7155,2520,433,58,5209,1590,62,6,2292,0.377,CE
2020-03-26,7658,2836,472,61,5635,1765,68,9,2515,0.51,CE
2020-03-27,8039,3172,504,66,5915,1907,72,12,2785,0.629,CE
2020-03-28,8293,3355,546,70,6134,2015,73,14,3005,0.695,CE
2020-03-29,8554,3508,578,72,6331,2112,75,18,3240,0.852,CE
2020-03-30,8943,3869,612,77,6639,2249,78,22,3540,0.978,CE
2020-03-31,9313,4226,639,83,6834,2368,80,25,3769,1.056,CE
2020-04-01,9615,4588,684,92,7144,2569,85,27,4135,1.051,CE
2020-04-02,9882,5058,717,100,7344,2710,92,36,4400,1.328,CE
2020-04-03,10202,5485,754,107,7547,2834,93,45,4679,1.588,CE
2020-04-04,10450,5656,776,120,7731,2990,99,52,4914,1.739,CE
2020-04-05,10636,5820,814,127,7914,3143,104,60,5195,1.909,CE
2020-04-06,11042,6217,854,135,8167,3330,106,72,5586,2.162,CE
2020-04-07,11438,6637,896,141,8395,3540,109,79,5939,2.232,CE
2020-04-08,11900,7121,938,148,8636,3776,115,87,6276,2.304,CE
2020-04-09,12372,7447,993,157,8975,4024,116,99,6619,2.46,CE
2020-04-10,12714,7660,1057,165,9282,4361,121,111,7158,2.545,CE
