Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,2631,125,2,0,16,11,2,0,33,0.0,CE
2020-02-16,2631,125,2,0,16,13,2,0,34,0.0,CE
2020-02-17,2631,125,2,0,17,15,2,0,37,0.0,CE
2020-02-18,2631,125,2,0,17,16,2,0,38,0.0,CE
2020-02-19,2631,125,2,0,19,16,2,0,40,0.0,CE
2020-02-20,2632,125,2,0,22,17,3,0,45,0.0,CE
2020-02-21,2632,125,2,0,24,18,3,0,49,0.0,CE
2020-02-22,2632,125,3,0,24,21,3,0,54,0.0,CE
2020-02-23,2632,125,3,0,27,22,4,0,61,0.0,CE
2020-02-24,2636,125,3,0,28,22,4,0,64,0.0,CE
2020-02-25,2636,126,4,0,29,22,4,0,73,0.0,CE
2020-02-26,2636,126,4,0,32,22,4,0,75,0.0,CE
2020-02-27,2636,129,5,0,33,22,4,0,79,0.0,CE
2020-02-28,2636,134,5,0,38,22,4,0,87,0.0,CE
2020-02-29,2636,138,7,0,40,22,4,0,92,0.0,CE
2020-03-01,2638,140,8,0,61,25,4,0,100,0.0,CE
2020-03-02,2654,141,9,0,72,28,5,0,109,0.0,CE
2020-03-03,2655,145,9,0,79,30,6,0,115,0.0,CE
2020-03-04,2661,150,10,0,89,32,6,0,137,0.0,CE
2020-03-05,2665,152,13,1,101,35,6,0,155,0.0,CE
2020-03-06,2675,158,15,1,116,37,7,0,163,0.0,CE
2020-03-07,2684,160,16,1,133,41,8,0,175,0.0,CE
2020-03-08,2686,160,19,3,142,45,10,0,193,0.0,CE
2020-03-09,2695,166,21,4,164,48,10,0,209,0.0,CE
2020-03-10,2701,174,26,4,196,52,11,0,244,0.0,CE
2020-03-11,2724,183,30,4,229,56,11,0,267,0.0,CE
2020-03-12,2761,197,33,8,281,73,11,0,295,0.0,CE
2020-03-13,2793,223,35,9,342,96,15,0,337,0.0,CE
2020-03-14,2847,240,39,11,438,129,17,0,386,0.0,CE
2020-03-15,2882,251,47,13,556,159,18,0,447,0.0,CE
2020-03-16,3023,329,60,13,780,216,22,0,539,0.0,CE
2020-03-17,3226,384,75,17,1033,282,23,0,649,0.0,CE
2020-03-18,3624,550,99,25,1510,401,26,0,778,0.0,CE
2020-03-19,4001,663,128,28,1913,497,28,0,903,0.0,CE
2020-03-20,4542,887,186,32,2471,686,36,0,1144,0.0,CE
2020-03-21,5032,1148,244,39,2970,854,39,0,1359,0.0,CE
2020-03-22,5501,1412,305,43,3450,997,45,0,1548,0.0,CE
2020-03-23,6072,1891,357,50,4092,1185,51,0,1830,0.0,CE
2020-03-24,6649,2292,397,52,4698,1404,57,4,2056,0.285,CE
2020-03-25,7140,2523,435,59,5210,1592,62,6,2282,0.377,CE
2020-03-26,7642,2840,474,62,5634,1765,68,9,2508,0.51,CE
