Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-03-27,8022,3172,506,67,5914,1908,72,12,2780,0.629,CE
2020-03-28,8276,3356,548,71,6131,2015,73,14,3002,0.695,CE
2020-03-29,8537,3510,579,73,6327,2110,75,18,3238,0.853,CE
2020-03-30,8929,3872,614,78,6637,2248,78,22,3533,0.979,CE
2020-03-31,9300,4230,641,84,6829,2367,80,25,3764,1.056,CE
2020-04-01,9603,4591,687,93,7140,2568,85,27,4129,1.051,CE
2020-04-02,9871,5060,720,100,7341,2707,92,36,4396,1.33,CE
2020-04-03,10192,5488,757,107,7544,2832,93,45,4674,1.589,CE
2020-04-04,10440,5659,779,120,7727,2987,99,52,4910,1.741,CE
2020-04-05,10626,5822,817,127,7910,3138,104,60,5192,1.912,CE
2020-04-06,11034,6219,857,135,8163,3326,106,72,5583,2.165,CE
2020-04-07,11427,6640,899,141,8389,3535,109,79,5939,2.235,CE
2020-04-08,11888,7121,942,148,8630,3772,115,87,6271,2.306,CE
2020-04-09,12361,7447,997,157,8968,4021,116,99,6610,2.462,CE
2020-04-10,12703,7655,1062,164,9275,4358,121,111,7150,2.547,CE
2020-04-11,13163,7892,1121,171,9501,4669,124,124,7576,2.656,CE
2020-04-12,13414,8116,1183,175,9722,4983,126,138,8059,2.769,CE
2020-04-13,13934,8574,1261,185,10010,5367,129,145,8648,2.702,CE
2020-04-14,14477,9154,1331,188,10313,5701,132,165,9215,2.894,CE
2020-04-15,15123,9764,1433,192,10643,6040,135,183,9788,3.03,CE
2020-04-16,15916,10400,1532,194,10939,6337,136,199,10341,3.14,CE
2020-04-17,16808,11018,1635,198,11241,6641,140,222,10945,3.343,CE
2020-04-18,17338,11332,1759,202,11453,6872,142,239,11532,3.478,CE
2020-04-19,17663,11631,1891,205,11625,7102,145,262,12142,3.689,CE
2020-04-20,18537,12481,2140,208,11933,7422,147,293,13072,3.948,CE
2020-04-21,18891,12865,2337,208,12081,7594,149,318,13700,4.188,CE
2020-04-22,19750,13270,2559,210,12232,7777,150,340,14368,4.372,CE
2020-04-23,20552,14129,2789,210,12387,7900,151,361,15063,4.57,CE
2020-04-24,21258,15490,3038,210,12471,8031,151,401,15748,4.993,CE
2020-04-25,21638,16290,3296,210,12529,8113,151,434,16326,5.349,CE
2020-04-26,21943,16958,3505,210,12554,8184,152,484,16863,5.914,CE
2020-04-27,22906,18746,3737,210,12631,8226,152,514,17301,6.248,CE
2020-04-28,24101,20563,3947,210,12694,8265,152,546,17543,6.606,CE
2020-04-29,25221,22319,4106,210,12790,8304,152,583,17630,7.021,CE
2020-04-30,26143,23799,4437,210,12829,8328,152,624,17651,7.493,CE
2020-05-01,26754,24174,4807,210,12843,8355,152,653,17651,7.816,CE
2020-05-02,27174,24478,5101,210,12879,8363,152,662,17651,7.916,CE
2020-05-03,27316,24595,5215,210,12884,8370,152,663,17651,7.921,CE
