Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,4139,79,3,0,14,10,2,0,33,0.0,CE
2020-02-16,4139,79,3,0,14,12,2,0,34,0.0,CE
2020-02-17,4139,79,3,0,15,13,2,0,37,0.0,CE
2020-02-18,4139,79,3,0,15,14,2,0,38,0.0,CE
2020-02-19,4139,79,3,0,17,14,2,0,40,0.0,CE
2020-02-20,4139,79,3,0,20,14,2,0,45,0.0,CE
2020-02-21,4139,79,3,0,22,15,2,0,48,0.0,CE
2020-02-22,4139,79,6,0,22,17,2,0,51,0.0,CE
2020-02-23,4139,79,6,0,25,18,3,0,59,0.0,CE
2020-02-24,4139,79,6,0,26,18,3,0,60,0.0,CE
2020-02-25,4139,80,9,0,26,18,3,0,68,0.0,CE
2020-02-26,4139,80,9,0,29,18,3,0,70,0.0,CE
2020-02-27,4139,83,9,0,29,18,3,0,73,0.0,CE
2020-02-28,4139,88,10,0,33,18,3,0,81,0.0,CE
2020-02-29,4139,92,12,0,35,18,3,0,86,0.0,CE
2020-03-01,4141,94,13,0,53,20,3,0,94,0.0,CE
2020-03-02,4156,95,15,0,63,23,4,0,102,0.0,CE
2020-03-03,4157,99,15,0,69,25,5,0,107,0.0,CE
2020-03-04,4163,104,16,0,79,27,5,0,129,0.0,CE
2020-03-05,4167,106,19,1,88,30,5,0,147,0.0,CE
2020-03-06,4177,112,21,1,102,32,6,0,153,0.0,CE
2020-03-07,4186,114,22,1,118,36,7,0,164,0.0,CE
2020-03-08,4187,115,26,3,126,40,10,0,181,0.0,CE
2020-03-09,4196,121,27,4,145,42,10,0,200,0.0,CE
2020-03-10,4202,129,31,4,172,45,10,0,234,0.0,CE
2020-03-11,4225,138,35,4,204,49,10,0,255,0.0,CE
2020-03-12,4263,153,41,8,253,65,10,0,281,0.0,CE
2020-03-13,4294,179,44,9,314,87,14,0,322,0.0,CE
2020-03-14,4348,196,48,11,409,118,16,0,370,0.0,CE
2020-03-15,4383,207,56,13,519,145,17,0,432,0.0,CE
2020-03-16,4524,284,69,13,737,201,20,0,522,0.0,CE
2020-03-17,4727,340,85,17,983,264,20,0,633,0.0,CE
2020-03-18,5123,509,109,26,1455,381,23,0,760,0.0,CE
2020-03-19,5501,623,141,28,1853,473,25,0,883,0.0,CE
2020-03-20,6046,851,201,32,2401,662,35,0,1128,0.0,CE
2020-03-21,6537,1114,265,39,2900,827,38,0,1347,0.0,CE
2020-03-22,7012,1378,329,43,3379,967,43,0,1535,0.0,CE
2020-03-23,7580,1863,387,51,4019,1156,48,0,1813,0.0,CE
2020-03-24,8162,2263,436,54,4622,1376,53,2,2036,0.145,CE
2020-03-25,8658,2497,480,61,5132,1561,59,4,2264,0.256,CE
2020-03-26,9159,2813,517,64,5550,1727,66,7,2494,0.405,CE
2020-03-27,9538,3152,552,71,5828,1867,70,10,2764,0.536,CE
2020-03-28,9789,3339,596,76,6039,1970,70,12,2984,0.609,CE
2020-03-29,10049,3495,630,78,6233,2057,71,16,3220,0.778,CE
2020-03-30,10441,3869,663,84,6533,2189,75,20,3519,0.914,CE
2020-03-31,10813,4235,690,89,6723,2306,78,23,3744,0.997,CE
2020-04-01,11118,4600,733,97,7025,2492,83,25,4113,1.003,CE
2020-04-02,11379,5069,764,105,7216,2630,90,34,4370,1.293,CE
2020-04-03,11692,5498,801,112,7413,2749,91,42,4655,1.528,CE
2020-04-04,11938,5674,829,125,7585,2891,97,49,4893,1.695,CE
2020-04-05,12126,5839,861,132,7751,3037,103,57,5181,1.877,CE
2020-04-06,12525,6239,899,139,7990,3207,104,68,5576,2.12,CE
2020-04-07,12916,6667,940,144,8206,3406,107,75,5927,2.202,CE
2020-04-08,13378,7151,985,151,8427,3627,112,82,6252,2.261,CE
2020-04-09,13797,7473,1039,160,8749,3853,112,93,6582,2.414,CE
2020-04-10,14130,7688,1122,168,9016,4136,115,105,7099,2.539,CE
2020-04-11,14524,7925,1188,177,9216,4413,117,117,7522,2.651,CE
2020-04-12,14764,8155,1262,181,9409,4693,117,131,7984,2.791,CE
2020-04-13,15227,8618,1356,190,9665,5032,122,138,8523,2.742,CE
2020-04-14,15670,9243,1467,194,9903,5322,125,157,9021,2.95,CE
2020-04-15,16205,9867,1595,198,10154,5603,128,174,9490,3.105,CE
2020-04-16,16813,10539,1751,199,10390,5830,129,189,9934,3.242,CE
2020-04-17,17419,11179,1913,203,10627,6048,131,211,10393,3.489,CE
2020-04-18,17876,11500,2123,207,10755,6207,132,223,10770,3.593,CE
2020-04-19,18189,11821,2324,210,10834,6346,133,246,11167,3.876,CE
2020-04-20,18856,12724,2586,213,10990,6521,133,272,11675,4.171,CE
2020-04-21,19240,13123,2759,213,11067,6639,135,295,11996,4.443,CE
2020-04-22,19852,13531,2985,215,11143,6769,137,315,12321,4.654,CE
2020-04-23,20474,14520,3204,215,11245,6838,139,334,12640,4.884,CE
2020-04-24,21159,16009,3378,215,11288,6904,139,363,12876,5.258,CE
2020-04-25,21815,16884,3531,215,11313,6942,139,387,13004,5.575,CE
2020-04-26,22323,17624,3639,215,11319,6975,139,410,13069,5.878,CE
2020-04-27,23053,18854,4064,215,11331,6985,139,417,13073,5.97,CE
2020-04-28,23428,19211,4402,215,11331,6985,139,417,13073,5.97,CE
