Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,4094,78,2,0,14,9,2,0,34,0.0,CE
2020-02-16,4094,78,3,0,14,10,2,0,35,0.0,CE
2020-02-17,4094,78,4,0,15,10,2,0,38,0.0,CE
2020-02-18,4094,78,4,0,15,11,2,0,39,0.0,CE
2020-02-19,4094,78,4,0,17,11,2,0,41,0.0,CE
2020-02-20,4094,78,4,0,20,11,2,0,46,0.0,CE
2020-02-21,4094,78,4,0,22,12,2,0,49,0.0,CE
2020-02-22,4094,78,6,0,22,13,2,0,54,0.0,CE
2020-02-23,4094,78,6,0,25,14,3,0,62,0.0,CE
2020-02-24,4094,78,6,0,26,14,3,0,63,0.0,CE
2020-02-25,4094,79,8,0,26,14,3,0,72,0.0,CE
2020-02-26,4094,79,8,0,29,14,3,0,74,0.0,CE
2020-02-27,4094,82,8,0,29,14,3,0,77,0.0,CE
2020-02-28,4094,87,9,0,33,14,3,0,85,0.0,CE
2020-02-29,4094,91,11,0,35,14,3,0,90,0.0,CE
2020-03-01,4096,93,12,0,53,16,3,0,98,0.0,CE
2020-03-02,4111,94,14,0,63,19,4,0,105,0.0,CE
2020-03-03,4112,98,14,0,69,21,5,0,110,0.0,CE
2020-03-04,4118,103,15,0,79,23,5,0,132,0.0,CE
2020-03-05,4122,105,18,1,88,26,5,0,150,0.0,CE
2020-03-06,4132,111,20,1,102,28,6,0,156,0.0,CE
2020-03-07,4141,113,21,1,118,32,7,0,167,0.0,CE
2020-03-08,4142,114,24,3,126,36,10,0,185,0.0,CE
2020-03-09,4151,120,25,4,145,38,10,0,204,0.0,CE
2020-03-10,4157,128,30,4,172,41,10,0,237,0.0,CE
2020-03-11,4180,137,33,4,204,46,10,0,258,0.0,CE
2020-03-12,4218,152,38,8,252,62,10,0,284,0.0,CE
2020-03-13,4249,178,40,9,312,84,14,0,327,0.0,CE
2020-03-14,4303,194,44,11,408,115,16,0,374,0.0,CE
2020-03-15,4339,205,52,13,518,142,17,0,437,0.0,CE
2020-03-16,4479,282,66,13,736,197,20,0,527,0.0,CE
2020-03-17,4682,338,82,17,982,260,20,0,638,0.0,CE
2020-03-18,5078,507,108,25,1454,377,23,0,764,0.0,CE
2020-03-19,5456,619,140,27,1852,469,25,0,887,0.0,CE
2020-03-20,6001,848,201,31,2401,658,35,0,1130,0.0,CE
2020-03-21,6493,1110,264,38,2901,825,38,0,1348,0.0,CE
2020-03-22,6969,1374,327,42,3380,965,43,0,1537,0.0,CE
2020-03-23,7537,1863,385,50,4021,1156,49,0,1815,0.0,CE
2020-03-24,8118,2264,432,54,4623,1376,55,2,2036,0.145,CE
2020-03-25,8613,2499,475,61,5131,1562,60,4,2264,0.256,CE
2020-03-26,9112,2815,510,64,5549,1732,67,7,2492,0.404,CE
2020-03-27,9491,3153,546,71,5824,1871,71,10,2764,0.534,CE
2020-03-28,9743,3340,591,76,6034,1975,71,12,2984,0.608,CE
2020-03-29,10004,3496,621,78,6228,2066,73,16,3221,0.774,CE
2020-03-30,10398,3865,653,84,6526,2200,78,20,3520,0.909,CE
2020-03-31,10770,4231,679,89,6717,2318,81,23,3748,0.992,CE
2020-04-01,11075,4596,719,97,7018,2506,86,25,4116,0.998,CE
2020-04-02,11337,5064,749,105,7209,2645,93,34,4373,1.285,CE
2020-04-03,11650,5493,785,112,7407,2765,94,42,4657,1.519,CE
2020-04-04,11896,5668,812,126,7578,2908,100,49,4895,1.685,CE
2020-04-05,12084,5831,844,135,7744,3053,104,57,5181,1.867,CE
2020-04-06,12485,6224,881,142,7983,3223,105,68,5576,2.11,CE
2020-04-07,12877,6651,923,147,8201,3422,108,75,5924,2.192,CE
2020-04-08,13341,7135,965,154,8420,3644,113,82,6253,2.25,CE
2020-04-09,13762,7458,1028,163,8740,3870,113,93,6578,2.403,CE
2020-04-10,14097,7672,1116,171,9005,4147,116,105,7097,2.532,CE
2020-04-11,14491,7909,1192,179,9206,4417,117,117,7517,2.649,CE
2020-04-12,14729,8140,1281,182,9395,4687,117,130,7978,2.774,CE
2020-04-13,15192,8604,1395,190,9644,5011,122,137,8515,2.734,CE
2020-04-14,15640,9229,1526,195,9879,5281,125,156,9012,2.954,CE
2020-04-15,16177,9854,1672,197,10128,5549,128,173,9478,3.118,CE
2020-04-16,16786,10530,1858,199,10357,5759,129,188,9913,3.264,CE
2020-04-17,17393,11176,2051,202,10584,5959,131,210,10368,3.524,CE
2020-04-18,17849,11529,2277,204,10703,6108,132,222,10745,3.635,CE
2020-04-19,18161,11901,2507,206,10781,6221,133,245,11142,3.938,CE
2020-04-20,18836,12858,2803,209,10908,6369,133,270,11646,4.239,CE
2020-04-21,19227,13267,2987,209,10982,6478,135,292,11960,4.508,CE
2020-04-22,19849,13681,3214,210,11057,6600,137,311,12292,4.712,CE
2020-04-23,20524,14690,3437,210,11155,6665,138,329,12610,4.936,CE
2020-04-24,21208,16224,3613,210,11195,6717,138,355,12861,5.285,CE
2020-04-25,21863,17143,3762,210,11212,6751,138,377,12999,5.584,CE
2020-04-26,22353,17885,3864,210,11216,6781,138,394,13068,5.81,CE
2020-04-27,22724,18839,4031,210,11218,6783,138,397,13073,5.853,CE
