Data,Exames realizados,Suspeitos,Positivo,Municios Afetados,Recuperados,Óbitos,Taxa de letalidade (%),Taxa de recuperacao final (%),Taxa de óbito final (%),Estado
2020-01-01,1226,46,128,4,0,0,0.0,0.0,0.0,CE
2020-01-02,1226,46,128,4,0,0,0.0,0.0,0.0,CE
2020-01-03,1226,46,128,4,0,0,0.0,0.0,0.0,CE
2020-01-04,1226,46,128,4,0,0,0.0,0.0,0.0,CE
2020-01-05,1226,46,129,4,0,0,0.0,0.0,0.0,CE
2020-01-06,1226,47,129,4,0,0,0.0,0.0,0.0,CE
2020-01-07,1228,47,129,4,0,0,0.0,0.0,0.0,CE
2020-01-08,1228,47,129,4,0,0,0.0,0.0,0.0,CE
2020-01-09,1228,47,130,4,0,0,0.0,0.0,0.0,CE
2020-01-10,1228,47,130,4,0,0,0.0,0.0,0.0,CE
2020-01-11,1228,47,130,4,0,0,0.0,0.0,0.0,CE
2020-01-12,1228,47,130,4,0,0,0.0,0.0,0.0,CE
2020-01-13,1228,48,130,4,0,0,0.0,0.0,0.0,CE
2020-01-14,1228,48,130,4,0,0,0.0,0.0,0.0,CE
2020-01-15,1228,50,130,4,0,0,0.0,0.0,0.0,CE
2020-01-16,1228,50,130,4,0,0,0.0,0.0,0.0,CE
2020-01-17,1228,50,130,4,0,0,0.0,0.0,0.0,CE
2020-01-18,1228,51,130,4,0,0,0.0,0.0,0.0,CE
2020-01-19,1228,52,130,4,0,0,0.0,0.0,0.0,CE
2020-01-20,1229,55,131,4,1,0,0.0,100.0,0.0,CE
2020-01-21,1229,55,131,4,1,0,0.0,100.0,0.0,CE
2020-01-22,1229,55,132,5,1,0,0.0,100.0,0.0,CE
2020-01-23,1229,56,132,5,1,0,0.0,100.0,0.0,CE
2020-01-24,1229,56,132,5,1,0,0.0,100.0,0.0,CE
2020-01-25,1229,56,132,5,1,0,0.0,100.0,0.0,CE
2020-01-26,1229,56,133,6,1,0,0.0,100.0,0.0,CE
2020-01-27,1229,56,133,6,1,0,0.0,100.0,0.0,CE
2020-01-28,1229,56,133,6,1,0,0.0,100.0,0.0,CE
2020-01-29,1229,56,133,6,1,0,0.0,100.0,0.0,CE
2020-01-30,1232,57,133,6,1,0,0.0,100.0,0.0,CE
2020-01-31,1232,58,133,6,1,0,0.0,100.0,0.0,CE
2020-02-01,1232,63,133,6,1,0,0.0,100.0,0.0,CE
2020-02-02,1232,67,134,6,1,0,0.0,100.0,0.0,CE
2020-02-03,1232,67,136,6,1,0,0.0,100.0,0.0,CE
2020-02-04,1234,70,136,6,2,0,0.0,100.0,0.0,CE
2020-02-05,1235,73,136,6,2,0,0.0,100.0,0.0,CE
2020-02-06,1235,75,136,6,2,0,0.0,100.0,0.0,CE
2020-02-07,1235,75,138,6,2,0,0.0,100.0,0.0,CE
2020-02-08,1236,76,138,6,3,0,0.0,100.0,0.0,CE
2020-02-09,1236,77,139,6,3,0,0.0,100.0,0.0,CE
2020-02-10,1236,77,139,6,3,0,0.0,100.0,0.0,CE
2020-02-11,1236,80,140,6,3,0,0.0,100.0,0.0,CE
2020-02-12,1236,82,141,6,3,0,0.0,100.0,0.0,CE
2020-02-13,1237,82,141,6,4,0,0.0,100.0,0.0,CE
2020-02-14,1237,86,143,6,4,0,0.0,100.0,0.0,CE
2020-02-15,1237,90,143,6,4,0,0.0,100.0,0.0,CE
2020-02-16,1237,90,144,6,4,0,0.0,100.0,0.0,CE
2020-02-17,1237,93,145,6,4,0,0.0,100.0,0.0,CE
2020-02-18,1237,94,146,6,4,0,0.0,100.0,0.0,CE
2020-02-19,1237,97,146,6,4,0,0.0,100.0,0.0,CE
2020-02-20,1238,106,147,7,4,0,0.0,100.0,0.0,CE
2020-02-21,1238,110,148,7,4,0,0.0,100.0,0.0,CE
2020-02-22,1238,113,153,9,4,0,0.0,100.0,0.0,CE
2020-02-23,1238,123,155,10,4,0,0.0,100.0,0.0,CE
