Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-01-06,3014,87,0,0,3,2,2,0,1,0.0,CE
2020-01-07,3016,87,0,0,3,2,2,0,1,0.0,CE
2020-01-08,3016,87,0,0,3,2,2,0,1,0.0,CE
2020-01-09,3016,87,0,0,3,3,2,0,1,0.0,CE
2020-01-10,3016,87,0,0,4,3,2,0,1,0.0,CE
2020-01-11,3016,87,0,0,4,3,2,0,1,0.0,CE
2020-01-12,3016,87,0,0,4,3,2,0,1,0.0,CE
2020-01-13,3016,87,0,0,4,3,2,0,1,0.0,CE
2020-01-14,3016,87,0,0,5,3,2,0,1,0.0,CE
2020-01-15,3016,87,0,0,5,3,2,0,3,0.0,CE
2020-01-16,3016,87,0,0,5,3,2,0,3,0.0,CE
2020-01-17,3016,87,0,0,5,3,2,0,3,0.0,CE
2020-01-18,3016,87,0,0,5,3,2,0,4,0.0,CE
2020-01-19,3016,87,0,0,6,3,2,0,5,0.0,CE
2020-01-20,3017,87,0,0,7,4,2,0,8,0.0,CE
2020-01-21,3017,87,0,0,8,4,2,0,8,0.0,CE
2020-01-22,3017,87,0,0,8,5,3,0,8,0.0,CE
2020-01-23,3017,87,0,0,8,6,3,0,11,0.0,CE
2020-01-24,3017,87,0,0,8,6,3,0,11,0.0,CE
2020-01-25,3017,87,0,0,8,6,3,0,11,0.0,CE
2020-01-26,3017,87,0,0,9,7,4,0,11,0.0,CE
2020-01-27,3017,87,0,0,10,7,4,0,11,0.0,CE
2020-01-28,3017,87,0,0,10,7,4,0,11,0.0,CE
2020-01-29,3017,87,0,0,10,7,4,0,11,0.0,CE
2020-01-30,3020,87,0,0,13,7,4,0,12,0.0,CE
2020-01-31,3020,87,0,0,13,7,4,0,13,0.0,CE
2020-02-01,3020,87,1,0,13,7,4,0,15,0.0,CE
2020-02-02,3020,87,1,0,15,7,4,0,19,0.0,CE
2020-02-03,3020,87,1,0,16,8,4,0,20,0.0,CE
2020-02-04,3022,87,1,0,18,8,4,0,22,0.0,CE
2020-02-05,3023,87,1,0,22,8,4,0,22,0.0,CE
2020-02-06,3023,87,1,0,22,8,4,0,23,0.0,CE
2020-02-07,3023,88,1,0,22,10,4,0,23,0.0,CE
