Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-01-06,2593,130,0,0,2,1,1,0,1,0.0,CE
2020-01-07,2593,130,0,0,2,1,1,0,1,0.0,CE
2020-01-08,2593,130,0,0,2,1,1,0,1,0.0,CE
2020-01-09,2593,130,0,0,2,2,1,0,1,0.0,CE
2020-01-10,2593,130,0,0,3,2,1,0,1,0.0,CE
2020-01-11,2593,130,0,0,3,2,1,0,1,0.0,CE
2020-01-12,2593,130,0,0,3,2,1,0,1,0.0,CE
2020-01-13,2593,130,0,0,3,2,1,0,1,0.0,CE
2020-01-14,2593,130,0,0,4,2,1,0,1,0.0,CE
2020-01-15,2593,130,0,0,4,2,1,0,2,0.0,CE
2020-01-16,2593,130,0,0,4,2,1,0,2,0.0,CE
2020-01-17,2593,130,0,0,4,2,1,0,2,0.0,CE
2020-01-18,2593,130,0,0,4,2,1,0,3,0.0,CE
2020-01-19,2593,130,0,0,5,2,1,0,4,0.0,CE
2020-01-20,2594,130,0,0,6,2,1,0,8,0.0,CE
2020-01-21,2594,130,0,0,7,2,1,0,8,0.0,CE
2020-01-22,2594,130,1,0,7,2,1,0,8,0.0,CE
2020-01-23,2594,130,2,0,7,2,1,0,9,0.0,CE
2020-01-24,2594,130,2,0,7,2,1,0,9,0.0,CE
2020-01-25,2594,130,2,0,7,2,1,0,9,0.0,CE
2020-01-26,2594,130,2,0,8,2,1,0,10,0.0,CE
2020-01-27,2594,130,2,0,8,2,1,0,10,0.0,CE
2020-01-28,2594,130,2,0,8,2,1,0,10,0.0,CE
2020-01-29,2594,130,2,0,8,2,1,0,10,0.0,CE
2020-01-30,2594,130,2,0,9,2,1,0,10,0.0,CE
2020-01-31,2594,130,2,0,10,2,1,0,10,0.0,CE
2020-02-01,2594,130,2,0,10,3,2,0,12,0.0,CE
2020-02-02,2594,130,2,0,12,3,2,0,15,0.0,CE
2020-02-03,2594,130,2,0,13,4,2,0,15,0.0,CE
2020-02-04,2594,130,2,0,14,4,2,0,18,0.0,CE
2020-02-05,2594,130,2,0,16,4,2,0,18,0.0,CE
2020-02-06,2594,130,2,0,16,4,2,0,18,0.0,CE
2020-02-07,2594,131,2,0,16,5,2,0,19,0.0,CE
2020-02-08,2594,131,2,0,16,5,2,0,19,0.0,CE
2020-02-09,2594,131,2,0,17,5,2,0,21,0.0,CE
2020-02-10,2594,131,2,0,17,5,2,0,21,0.0,CE
2020-02-11,2594,131,2,0,17,6,2,0,24,0.0,CE
2020-02-12,2594,131,2,0,17,7,2,0,27,0.0,CE
2020-02-13,2595,131,2,0,17,7,2,0,27,0.0,CE
2020-02-14,2595,131,3,0,17,9,2,0,30,0.0,CE
2020-02-15,2595,131,3,0,20,9,2,0,32,0.0,CE
2020-02-16,2595,131,3,0,20,10,2,0,33,0.0,CE
2020-02-17,2595,131,3,0,22,12,2,0,36,0.0,CE
2020-02-18,2595,131,3,0,22,13,2,0,37,0.0,CE
2020-02-19,2595,131,3,0,24,13,2,0,39,0.0,CE
2020-02-20,2596,131,3,0,27,14,3,0,45,0.0,CE
2020-02-21,2596,131,3,0,29,15,3,0,49,0.0,CE
2020-02-22,2596,131,4,0,31,19,4,0,52,0.0,CE
2020-02-23,2596,131,4,0,34,20,5,0,59,0.0,CE
2020-02-24,2600,131,4,0,35,21,6,0,63,0.0,CE
2020-02-25,2600,132,5,0,38,22,6,0,71,0.0,CE
2020-02-26,2600,132,5,0,41,22,6,0,73,0.0,CE
2020-02-27,2600,135,6,0,42,22,6,0,77,0.0,CE
2020-02-28,2600,141,6,0,48,22,6,0,85,0.0,CE
2020-02-29,2600,145,8,0,50,22,6,0,90,0.0,CE
2020-03-01,2600,148,9,0,66,27,6,0,99,0.0,CE
2020-03-02,2613,150,10,0,74,34,7,0,107,0.0,CE
2020-03-03,2617,155,11,0,81,37,7,0,113,0.0,CE
2020-03-04,2621,161,13,0,88,42,7,0,135,0.0,CE
2020-03-05,2628,163,16,1,97,48,7,0,153,0.0,CE
2020-03-06,2631,170,18,1,105,57,11,0,161,0.0,CE
2020-03-07,2640,173,19,1,120,63,13,0,173,0.0,CE
2020-03-08,2644,173,23,3,130,67,14,0,190,0.0,CE
2020-03-09,2653,179,24,4,150,73,14,0,206,0.0,CE
2020-03-10,2657,188,29,4,176,83,16,0,239,0.0,CE
