Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,2402,125,3,0,16,9,2,0,33,0.0,CE
2020-02-16,2402,125,3,0,16,11,2,0,34,0.0,CE
2020-02-17,2402,125,3,0,17,13,2,0,37,0.0,CE
2020-02-18,2402,125,3,0,17,14,2,0,38,0.0,CE
2020-02-19,2402,125,3,0,19,14,2,0,40,0.0,CE
2020-02-20,2403,125,3,0,22,15,3,0,45,0.0,CE
2020-02-21,2403,125,3,0,24,16,3,0,49,0.0,CE
2020-02-22,2403,125,4,0,24,19,3,0,54,0.0,CE
2020-02-23,2403,125,4,0,27,20,4,0,61,0.0,CE
2020-02-24,2407,125,4,0,28,20,4,0,64,0.0,CE
2020-02-25,2407,126,6,0,29,20,4,0,72,0.0,CE
2020-02-26,2407,126,6,0,32,20,4,0,74,0.0,CE
2020-02-27,2407,129,6,0,33,20,4,0,79,0.0,CE
2020-02-28,2407,134,6,0,38,20,4,0,87,0.0,CE
2020-02-29,2407,138,8,0,40,20,4,0,92,0.0,CE
2020-03-01,2409,140,9,0,61,23,4,0,100,0.0,CE
2020-03-02,2425,141,11,0,72,26,5,0,108,0.0,CE
2020-03-03,2426,145,11,0,79,28,6,0,114,0.0,CE
2020-03-04,2432,150,12,0,89,30,6,0,136,0.0,CE
2020-03-05,2436,152,15,1,101,33,6,0,154,0.0,CE
2020-03-06,2446,158,17,1,116,35,7,0,162,0.0,CE
2020-03-07,2455,160,18,1,133,39,8,0,174,0.0,CE
2020-03-08,2457,160,21,3,143,43,10,0,192,0.0,CE
2020-03-09,2466,166,22,4,165,46,10,0,209,0.0,CE
2020-03-10,2472,174,27,4,197,50,11,0,244,0.0,CE
2020-03-11,2495,183,30,4,230,55,11,0,267,0.0,CE
2020-03-12,2533,198,34,8,282,72,11,0,295,0.0,CE
2020-03-13,2565,224,36,9,344,94,15,0,337,0.0,CE
2020-03-14,2619,241,40,11,441,127,17,0,386,0.0,CE
2020-03-15,2654,252,48,13,559,157,18,0,447,0.0,CE
2020-03-16,2794,330,60,13,782,214,22,0,540,0.0,CE
2020-03-17,2997,385,76,17,1036,279,23,0,650,0.0,CE
2020-03-18,3394,552,101,25,1514,396,26,0,780,0.0,CE
2020-03-19,3770,665,130,28,1919,490,28,0,906,0.0,CE
2020-03-20,4311,891,188,32,2477,678,36,0,1149,0.0,CE
2020-03-21,4801,1153,246,40,2978,845,39,0,1365,0.0,CE
2020-03-22,5273,1417,308,44,3459,988,45,0,1554,0.0,CE
2020-03-23,5842,1901,360,52,4103,1178,51,0,1835,0.0,CE
2020-03-24,6423,2303,402,55,4708,1401,58,3,2061,0.214,CE
2020-03-25,6914,2535,442,62,5219,1585,63,5,2290,0.315,CE
2020-03-26,7415,2850,478,65,5647,1759,69,8,2517,0.455,CE
2020-03-27,7792,3184,510,70,5930,1902,73,11,2788,0.578,CE
2020-03-28,8045,3367,549,74,6150,2008,74,13,3011,0.647,CE
2020-03-29,8306,3523,581,76,6346,2102,76,17,3247,0.809,CE
2020-03-30,8697,3881,614,81,6658,2240,79,21,3543,0.938,CE
2020-03-31,9068,4234,641,87,6852,2356,81,24,3776,1.019,CE
2020-04-01,9374,4594,689,95,7162,2557,86,26,4141,1.017,CE
2020-04-02,9641,5062,722,103,7362,2697,93,35,4404,1.298,CE
2020-04-03,9962,5492,760,110,7563,2820,94,44,4685,1.56,CE
2020-04-04,10210,5663,783,124,7746,2974,100,51,4920,1.715,CE
2020-04-05,10397,5825,824,131,7929,3124,105,59,5202,1.889,CE
2020-04-06,10804,6223,869,138,8182,3304,107,71,5596,2.149,CE
2020-04-07,11194,6646,915,144,8410,3508,110,78,5952,2.223,CE
2020-04-08,11656,7127,966,151,8651,3743,116,85,6282,2.271,CE
2020-04-09,12128,7453,1027,160,8990,3991,116,97,6619,2.43,CE
2020-04-10,12467,7662,1104,168,9295,4324,121,109,7154,2.521,CE
2020-04-11,12927,7899,1176,176,9520,4629,123,122,7572,2.636,CE
2020-04-12,13178,8123,1247,180,9740,4940,125,136,8050,2.753,CE
2020-04-13,13700,8586,1346,189,10032,5319,128,143,8621,2.688,CE
2020-04-14,14251,9172,1441,193,10334,5648,131,163,9174,2.886,CE
2020-04-15,14892,9781,1558,197,10664,5974,133,180,9744,3.013,CE
2020-04-16,15689,10419,1684,199,10960,6260,134,195,10282,3.115,CE
2020-04-17,16584,11038,1837,203,11258,6545,138,217,10869,3.316,CE
2020-04-18,17120,11356,2014,207,11461,6766,141,230,11419,3.399,CE
2020-04-19,17447,11659,2204,210,11627,6975,144,253,11996,3.627,CE
2020-04-20,18327,12519,2543,213,11929,7266,146,280,12868,3.854,CE
2020-04-21,18694,12909,2812,213,12072,7428,148,304,13452,4.093,CE
2020-04-22,19566,13318,3109,215,12219,7593,149,325,14073,4.28,CE
2020-04-23,20454,14222,3404,215,12368,7693,149,345,14754,4.485,CE
2020-04-24,21246,15624,3727,215,12448,7791,149,381,15421,4.89,CE
2020-04-25,21846,16466,4049,215,12494,7846,149,410,15979,5.226,CE
2020-04-26,22292,17184,4304,215,12519,7898,149,448,16497,5.672,CE
2020-04-27,23499,19057,4593,215,12585,7918,149,469,16935,5.923,CE
2020-04-28,24770,20904,4800,215,12640,7946,149,490,17182,6.167,CE
2020-04-29,25920,22706,4977,215,12729,7976,149,510,17266,6.394,CE
2020-04-30,26750,24162,5275,215,12744,8000,149,524,17280,6.55,CE
2020-05-01,26892,24291,5403,215,12744,8000,149,526,17280,6.575,CE
