Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-01-06,2651,170,0,0,2,1,1,0,1,0.0,CE
2020-01-07,2651,170,0,0,2,1,1,0,1,0.0,CE
2020-01-08,2651,170,0,0,2,1,1,0,1,0.0,CE
2020-01-09,2651,170,0,0,2,2,1,0,1,0.0,CE
2020-01-10,2651,170,0,0,3,2,1,0,1,0.0,CE
2020-01-11,2651,170,0,0,3,2,1,0,1,0.0,CE
2020-01-12,2651,170,0,0,3,2,1,0,1,0.0,CE
2020-01-13,2651,170,0,0,3,2,1,0,1,0.0,CE
2020-01-14,2651,170,0,0,4,2,1,0,1,0.0,CE
2020-01-15,2651,170,0,0,4,2,1,0,2,0.0,CE
2020-01-16,2651,170,0,0,4,2,1,0,2,0.0,CE
2020-01-17,2651,170,0,0,4,2,1,0,2,0.0,CE
2020-01-18,2651,170,0,0,4,2,1,0,3,0.0,CE
2020-01-19,2651,170,0,0,5,2,1,0,4,0.0,CE
2020-01-20,2652,170,0,0,6,2,1,0,8,0.0,CE
2020-01-21,2652,170,0,0,6,2,1,0,8,0.0,CE
2020-01-22,2652,170,1,0,6,2,1,0,8,0.0,CE
2020-01-23,2652,170,1,0,6,3,1,0,9,0.0,CE
2020-01-24,2652,170,1,0,6,3,1,0,9,0.0,CE
2020-01-25,2652,170,1,0,6,3,1,0,9,0.0,CE
2020-01-26,2652,170,1,0,7,3,1,0,10,0.0,CE
2020-01-27,2652,170,1,0,7,3,1,0,10,0.0,CE
2020-01-28,2652,170,1,0,7,3,1,0,10,0.0,CE
2020-01-29,2652,170,1,0,7,3,1,0,10,0.0,CE
2020-01-30,2652,170,1,0,8,3,1,0,10,0.0,CE
2020-01-31,2652,170,1,0,9,3,1,0,10,0.0,CE
2020-02-01,2652,170,1,0,9,4,2,0,12,0.0,CE
2020-02-02,2652,170,1,0,11,4,2,0,15,0.0,CE
2020-02-03,2652,170,1,0,12,5,2,0,15,0.0,CE
2020-02-04,2652,170,1,0,13,5,2,0,18,0.0,CE
2020-02-05,2652,170,1,0,14,5,2,0,18,0.0,CE
2020-02-06,2652,170,1,0,14,5,2,0,18,0.0,CE
2020-02-07,2652,171,1,0,14,6,2,0,19,0.0,CE
2020-02-08,2652,171,1,0,14,6,2,0,19,0.0,CE
2020-02-09,2652,171,1,0,15,6,2,0,21,0.0,CE
2020-02-10,2652,171,1,0,15,6,2,0,21,0.0,CE
2020-02-11,2652,171,1,0,15,7,2,0,23,0.0,CE
2020-02-12,2652,171,1,0,15,8,2,0,26,0.0,CE
2020-02-13,2653,171,1,0,15,8,2,0,26,0.0,CE
2020-02-14,2653,171,2,0,15,10,2,0,29,0.0,CE
2020-02-15,2653,171,2,0,18,10,2,0,31,0.0,CE
2020-02-16,2653,171,2,0,18,12,2,0,32,0.0,CE
2020-02-17,2653,171,2,0,19,14,2,0,35,0.0,CE
2020-02-18,2653,171,2,0,19,15,2,0,36,0.0,CE
2020-02-19,2653,171,2,0,21,15,2,0,38,0.0,CE
2020-02-20,2654,171,2,0,24,16,3,0,43,0.0,CE
2020-02-21,2654,171,2,0,26,17,3,0,47,0.0,CE
2020-02-22,2654,171,3,0,27,21,4,0,50,0.0,CE
2020-02-23,2654,171,3,0,30,22,5,0,57,0.0,CE
2020-02-24,2658,171,3,0,31,22,5,0,60,0.0,CE
2020-02-25,2658,172,4,0,32,23,5,0,68,0.0,CE
2020-02-26,2658,172,4,0,35,23,5,0,70,0.0,CE
2020-02-27,2658,175,5,0,36,23,5,0,74,0.0,CE
2020-02-28,2658,180,5,0,41,23,5,0,82,0.0,CE
2020-02-29,2658,184,7,0,43,23,5,0,87,0.0,CE
2020-03-01,2658,187,8,0,59,29,5,0,95,0.0,CE
2020-03-02,2671,189,9,0,65,37,7,0,102,0.0,CE
2020-03-03,2675,194,11,0,71,40,7,0,108,0.0,CE
2020-03-04,2678,201,13,0,77,45,7,0,130,0.0,CE
2020-03-05,2685,203,16,1,86,51,7,0,148,0.0,CE
2020-03-06,2687,211,18,1,93,60,11,0,156,0.0,CE
2020-03-07,2698,213,19,1,109,66,13,0,168,0.0,CE
2020-03-08,2702,214,23,3,119,70,14,0,185,0.0,CE
2020-03-09,2709,220,25,4,137,76,14,0,201,0.0,CE
2020-03-10,2713,229,29,4,164,86,16,0,235,0.0,CE
2020-03-11,2734,238,32,4,196,92,16,0,258,0.0,CE
2020-03-12,2760,253,35,8,237,122,17,0,285,0.0,CE
2020-03-13,2792,278,35,9,294,149,21,0,328,0.0,CE
2020-03-14,2822,293,38,11,383,190,25,0,377,0.0,CE
2020-03-15,2851,304,46,13,500,224,26,0,436,0.0,CE
2020-03-16,2990,380,58,13,727,283,30,0,528,0.0,CE
2020-03-17,3164,437,73,19,972,356,32,0,635,0.0,CE
2020-03-18,3481,601,95,27,1443,482,35,0,764,0.0,CE
2020-03-19,3835,713,123,30,1844,582,37,0,889,0.0,CE
2020-03-20,4364,936,180,35,2404,772,44,0,1129,0.0,CE
2020-03-21,4823,1195,236,43,2906,940,46,0,1342,0.0,CE
2020-03-22,5239,1456,295,46,3385,1085,51,0,1528,0.0,CE
2020-03-23,5860,1936,350,53,4033,1275,55,0,1803,0.0,CE
2020-03-24,6486,2329,386,55,4639,1498,62,4,2030,0.267,CE
2020-03-25,6996,2561,422,63,5152,1686,67,6,2258,0.356,CE
2020-03-26,7529,2870,455,66,5577,1861,72,9,2483,0.484,CE
2020-03-27,7932,3202,484,71,5866,2005,76,12,2748,0.599,CE
2020-03-28,8158,3386,520,76,6086,2115,77,14,2972,0.662,CE
2020-03-29,8383,3536,545,77,6282,2214,78,18,3207,0.813,CE
2020-03-30,8745,3888,578,82,6585,2356,81,22,3500,0.934,CE
2020-03-31,9135,4237,602,88,6781,2475,84,25,3728,1.01,CE
2020-04-01,9431,4591,646,97,7094,2678,89,27,4090,1.008,CE
2020-04-02,9752,5060,675,105,7300,2824,95,36,4350,1.275,CE
2020-04-03,10064,5488,711,112,7504,2949,96,45,4627,1.526,CE
2020-04-04,10290,5655,730,126,7688,3109,102,52,4858,1.673,CE
2020-04-05,10446,5814,764,135,7873,3266,106,60,5133,1.837,CE
2020-04-06,10862,6208,806,143,8128,3464,109,72,5509,2.079,CE
2020-04-07,11275,6622,842,150,8359,3676,111,79,5861,2.149,CE
2020-04-08,11763,7101,879,157,8605,3926,116,87,6181,2.216,CE
2020-04-09,12245,7423,932,167,8946,4196,116,99,6502,2.359,CE
2020-04-10,12590,7628,994,179,9258,4566,123,111,7005,2.431,CE
2020-04-11,13030,7864,1051,186,9490,4896,126,124,7411,2.533,CE
2020-04-12,13236,8090,1110,193,9726,5235,128,138,7856,2.636,CE
2020-04-13,13757,8541,1180,208,10042,5656,131,145,8392,2.564,CE
2020-04-14,14348,9109,1237,214,10366,6059,135,165,8891,2.723,CE
2020-04-15,14970,9708,1321,219,10717,6478,137,183,9391,2.825,CE
2020-04-16,15780,10317,1400,227,11033,6869,140,199,9854,2.897,CE
2020-04-17,16676,10913,1483,236,11373,7293,144,222,10334,3.044,CE
2020-04-18,17224,11214,1569,246,11632,7683,147,239,10757,3.111,CE
2020-04-19,17539,11494,1666,251,11840,8084,151,262,11208,3.241,CE
2020-04-20,18452,12265,1858,262,12216,8652,154,293,11937,3.387,CE
2020-04-21,18894,12561,2003,263,12422,9007,157,318,12422,3.531,CE
2020-04-22,19818,12891,2149,269,12654,9415,158,340,12946,3.611,CE
2020-04-23,20871,13555,2301,271,12854,9766,160,361,13540,3.696,CE
2020-04-24,21954,14533,2479,272,12999,10106,160,402,14110,3.978,CE
2020-04-25,22642,15036,2673,276,13100,10373,160,438,14594,4.223,CE
2020-04-26,23201,15447,2835,276,13167,10566,161,488,15077,4.619,CE
2020-04-27,24420,16796,3008,276,13274,10770,162,521,15476,4.838,CE
2020-04-28,25728,18393,3211,276,13363,10873,162,555,15692,5.104,CE
2020-04-29,27149,19913,3305,277,13489,11015,163,599,15769,5.438,CE
2020-04-30,28260,21241,3596,278,13558,11156,163,647,15791,5.8,CE
