Data,Exames realizados,Suspeitos,Positivo,Municios Afetados,Recuperados,Óbitos,Taxa de letalidade (%),Taxa de recuperacao final (%),Taxa de óbito final (%),Estado
2020-01-01,1217,39,128,4,0,0,0.0,0.0,0.0,CE
2020-01-02,1217,39,128,4,0,0,0.0,0.0,0.0,CE
2020-01-03,1217,39,128,4,0,0,0.0,0.0,0.0,CE
2020-01-04,1217,39,128,4,0,0,0.0,0.0,0.0,CE
2020-01-05,1217,39,129,4,0,0,0.0,0.0,0.0,CE
2020-01-06,1217,40,129,4,0,0,0.0,0.0,0.0,CE
2020-01-07,1219,40,129,4,0,0,0.0,0.0,0.0,CE
2020-01-08,1219,40,129,4,0,0,0.0,0.0,0.0,CE
2020-01-09,1219,40,130,4,0,0,0.0,0.0,0.0,CE
2020-01-10,1219,40,130,4,0,0,0.0,0.0,0.0,CE
2020-01-11,1219,40,130,4,0,0,0.0,0.0,0.0,CE
2020-01-12,1219,40,130,4,0,0,0.0,0.0,0.0,CE
2020-01-13,1219,41,130,4,0,0,0.0,0.0,0.0,CE
2020-01-14,1219,41,130,4,0,0,0.0,0.0,0.0,CE
2020-01-15,1219,43,130,4,0,0,0.0,0.0,0.0,CE
2020-01-16,1219,43,130,4,0,0,0.0,0.0,0.0,CE
2020-01-17,1219,43,130,4,0,0,0.0,0.0,0.0,CE
2020-01-18,1219,44,130,4,0,0,0.0,0.0,0.0,CE
2020-01-19,1219,45,130,4,0,0,0.0,0.0,0.0,CE
2020-01-20,1220,47,131,4,1,0,0.0,100.0,0.0,CE
2020-01-21,1220,47,131,4,1,0,0.0,100.0,0.0,CE
2020-01-22,1220,47,132,5,1,0,0.0,100.0,0.0,CE
2020-01-23,1220,48,132,5,1,0,0.0,100.0,0.0,CE
2020-01-24,1220,48,132,5,1,0,0.0,100.0,0.0,CE
2020-01-25,1220,48,132,5,1,0,0.0,100.0,0.0,CE
2020-01-26,1220,48,133,6,1,0,0.0,100.0,0.0,CE
2020-01-27,1220,48,133,6,1,0,0.0,100.0,0.0,CE
