Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-03-23,5920,1848,351,49,4086,1182,51,0,1848,0.0,CE
2020-03-24,6497,2247,389,51,4690,1401,58,4,2077,0.286,CE
2020-03-25,6988,2478,424,58,5208,1590,63,6,2303,0.377,CE
2020-03-26,7491,2789,460,61,5633,1767,69,9,2531,0.509,CE
2020-03-27,7871,3124,494,66,5910,1909,73,12,2804,0.629,CE
2020-03-28,8122,3311,533,70,6128,2017,74,14,3026,0.694,CE
2020-03-29,8381,3465,563,72,6322,2115,76,18,3262,0.851,CE
2020-03-30,8766,3826,598,77,6635,2254,79,22,3554,0.976,CE
2020-03-31,9136,4185,625,83,6828,2372,81,25,3786,1.054,CE
2020-04-01,9440,4547,669,93,7137,2575,86,27,4151,1.049,CE
2020-04-02,9705,5016,699,101,7336,2718,93,36,4418,1.325,CE
2020-04-03,10024,5446,738,108,7532,2841,94,45,4703,1.584,CE
2020-04-04,10272,5621,760,122,7711,2993,100,52,4944,1.737,CE
2020-04-05,10459,5783,797,130,7896,3142,105,60,5228,1.91,CE
2020-04-06,10866,6180,838,138,8152,3334,108,72,5612,2.16,CE
2020-04-07,11260,6602,877,144,8381,3544,110,79,5968,2.229,CE
2020-04-08,11723,7088,917,151,8622,3780,116,87,6308,2.302,CE
2020-04-09,12202,7413,968,160,8962,4033,116,99,6650,2.455,CE
2020-04-10,12545,7618,1029,165,9269,4371,121,111,7191,2.539,CE
2020-04-11,13006,7856,1081,172,9494,4683,124,124,7616,2.648,CE
2020-04-12,13250,8081,1136,176,9717,4997,126,138,8102,2.762,CE
2020-04-13,13767,8536,1203,185,10010,5386,129,145,8689,2.692,CE
2020-04-14,14306,9111,1266,190,10310,5718,132,165,9259,2.886,CE
2020-04-15,14948,9717,1363,194,10640,6060,135,183,9835,3.02,CE
2020-04-16,15740,10351,1445,196,10933,6359,136,199,10404,3.129,CE
2020-04-17,16627,10964,1545,202,11232,6665,140,222,11009,3.331,CE
2020-04-18,17155,11278,1651,206,11446,6902,142,239,11602,3.463,CE
2020-04-19,17478,11576,1763,209,11615,7132,145,262,12227,3.674,CE
2020-04-20,18348,12421,1972,212,11934,7463,147,293,13180,3.926,CE
2020-04-21,18701,12799,2134,212,12094,7646,149,318,13832,4.159,CE
2020-04-22,19543,13188,2310,215,12260,7836,150,340,14514,4.339,CE
2020-04-23,20331,14039,2500,215,12419,7966,150,361,15234,4.532,CE
2020-04-24,21026,15389,2717,215,12510,8111,150,401,15938,4.944,CE
2020-04-25,21376,16172,2937,217,12568,8210,150,435,16530,5.298,CE
2020-04-26,21644,16834,3119,217,12598,8288,151,485,17090,5.852,CE
2020-04-27,22535,18583,3319,217,12677,8340,151,515,17536,6.175,CE
2020-04-28,23711,20389,3545,217,12742,8383,151,548,17780,6.537,CE
2020-04-29,24803,22129,3708,217,12842,8425,151,587,17858,6.967,CE
2020-04-30,25770,23586,4033,217,12884,8451,151,631,17878,7.467,CE
2020-05-01,26387,23974,4417,217,12898,8479,151,663,17878,7.819,CE
2020-05-02,26927,24318,4749,217,12935,8489,151,678,17878,7.987,CE
2020-05-03,27275,24611,5035,217,12940,8496,151,691,17878,8.133,CE
2020-05-04,27381,24691,5101,217,12952,8501,151,691,17878,8.128,CE
