Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,2476,89,2,0,15,10,2,0,33,0.0,CE
2020-02-16,2476,89,2,0,15,12,2,0,34,0.0,CE
2020-02-17,2476,89,2,0,16,14,2,0,37,0.0,CE
2020-02-18,2476,89,2,0,16,15,2,0,38,0.0,CE
2020-02-19,2476,89,2,0,18,15,2,0,40,0.0,CE
2020-02-20,2477,89,2,0,20,16,3,0,46,0.0,CE
2020-02-21,2477,89,2,0,22,17,3,0,50,0.0,CE
2020-02-22,2477,89,3,0,22,19,3,0,56,0.0,CE
2020-02-23,2477,89,3,0,25,20,4,0,63,0.0,CE
2020-02-24,2481,89,3,0,26,20,4,0,66,0.0,CE
2020-02-25,2481,90,4,0,27,20,4,0,75,0.0,CE
2020-02-26,2481,90,4,0,30,20,4,0,77,0.0,CE
2020-02-27,2481,93,5,0,31,20,4,0,81,0.0,CE
2020-02-28,2481,98,5,0,36,20,4,0,89,0.0,CE
2020-02-29,2481,102,7,0,38,20,4,0,94,0.0,CE
2020-03-01,2483,104,8,0,59,23,4,0,102,0.0,CE
2020-03-02,2499,105,9,0,70,26,5,0,111,0.0,CE
2020-03-03,2500,109,9,0,77,28,6,0,117,0.0,CE
2020-03-04,2506,114,10,0,87,30,6,0,139,0.0,CE
2020-03-05,2510,116,13,1,99,33,6,0,157,0.0,CE
2020-03-06,2520,122,15,1,115,35,7,0,164,0.0,CE
2020-03-07,2529,124,16,1,132,39,8,0,176,0.0,CE
2020-03-08,2531,124,20,3,142,42,10,0,194,0.0,CE
2020-03-09,2540,130,22,4,164,45,10,0,210,0.0,CE
2020-03-10,2546,138,26,4,197,49,11,0,244,0.0,CE
2020-03-11,2569,147,29,4,230,54,11,0,267,0.0,CE
2020-03-12,2606,161,31,8,283,71,11,0,295,0.0,CE
2020-03-13,2638,187,33,9,343,94,15,0,338,0.0,CE
2020-03-14,2692,204,37,11,438,128,17,0,387,0.0,CE
2020-03-15,2727,215,45,13,556,157,18,0,448,0.0,CE
2020-03-16,2868,292,57,13,778,214,22,0,541,0.0,CE
2020-03-17,3071,344,68,16,1031,280,23,0,654,0.0,CE
2020-03-18,3469,509,92,24,1504,399,26,0,789,0.0,CE
2020-03-19,3847,619,121,27,1905,495,28,0,915,0.0,CE
2020-03-20,4388,844,179,31,2460,684,36,0,1159,0.0,CE
2020-03-21,4878,1105,237,38,2960,849,39,0,1378,0.0,CE
2020-03-22,5345,1364,298,42,3436,992,45,0,1570,0.0,CE
