Data,Exames realizados,Suspeitos,Positivo,Municios Afetados,Recuperados,Óbitos,Taxa de letalidade (%),Taxa de recuperacao final (%),Taxa de óbito final (%),Estado
2020-01-01,1213,39,127,3,0,0,0.0,0.0,0.0,CE
2020-01-02,1213,39,127,3,0,0,0.0,0.0,0.0,CE
2020-01-03,1213,39,127,3,0,0,0.0,0.0,0.0,CE
2020-01-04,1213,39,127,3,0,0,0.0,0.0,0.0,CE
2020-01-05,1213,39,128,3,0,0,0.0,0.0,0.0,CE
2020-01-06,1213,40,128,3,0,0,0.0,0.0,0.0,CE
2020-01-07,1215,40,128,3,0,0,0.0,0.0,0.0,CE
2020-01-08,1215,40,128,3,0,0,0.0,0.0,0.0,CE
2020-01-09,1215,40,129,3,0,0,0.0,0.0,0.0,CE
2020-01-10,1215,40,129,3,0,0,0.0,0.0,0.0,CE
2020-01-11,1215,40,129,3,0,0,0.0,0.0,0.0,CE
2020-01-12,1215,40,129,3,0,0,0.0,0.0,0.0,CE
2020-01-13,1215,41,129,3,0,0,0.0,0.0,0.0,CE
2020-01-14,1215,42,129,3,0,0,0.0,0.0,0.0,CE
2020-01-15,1215,44,129,3,0,0,0.0,0.0,0.0,CE
2020-01-16,1215,44,129,3,0,0,0.0,0.0,0.0,CE
2020-01-17,1215,44,129,3,0,0,0.0,0.0,0.0,CE
2020-01-18,1215,45,129,3,0,0,0.0,0.0,0.0,CE
2020-01-19,1215,46,129,3,0,0,0.0,0.0,0.0,CE
2020-01-20,1216,48,130,3,1,0,0.0,100.0,0.0,CE
2020-01-21,1216,48,130,3,1,0,0.0,100.0,0.0,CE
2020-01-22,1216,48,131,4,1,0,0.0,100.0,0.0,CE
2020-01-23,1216,49,131,4,1,0,0.0,100.0,0.0,CE
2020-01-24,1216,49,131,4,1,0,0.0,100.0,0.0,CE
2020-01-25,1216,49,131,4,1,0,0.0,100.0,0.0,CE
2020-01-26,1216,49,132,5,1,0,0.0,100.0,0.0,CE
2020-01-27,1216,49,132,5,1,0,0.0,100.0,0.0,CE
2020-01-28,1216,49,132,5,1,0,0.0,100.0,0.0,CE
2020-01-29,1216,49,132,5,1,0,0.0,100.0,0.0,CE
2020-01-30,1219,50,132,5,1,0,0.0,100.0,0.0,CE
2020-01-31,1219,51,132,5,1,0,0.0,100.0,0.0,CE
2020-02-01,1219,56,132,5,1,0,0.0,100.0,0.0,CE
2020-02-02,1219,60,133,5,1,0,0.0,100.0,0.0,CE
2020-02-03,1219,60,135,5,1,0,0.0,100.0,0.0,CE
2020-02-04,1221,62,135,5,2,0,0.0,100.0,0.0,CE
2020-02-05,1222,66,137,5,2,0,0.0,100.0,0.0,CE
2020-02-06,1222,68,138,6,2,0,0.0,100.0,0.0,CE
2020-02-07,1222,68,140,6,2,0,0.0,100.0,0.0,CE
2020-02-08,1223,69,140,6,3,0,0.0,100.0,0.0,CE
