Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-01-06,2700,166,0,0,2,1,1,0,1,0.0,CE
2020-01-07,2700,166,0,0,2,1,1,0,1,0.0,CE
2020-01-08,2700,166,0,0,2,1,1,0,1,0.0,CE
2020-01-09,2700,166,0,0,2,2,1,0,1,0.0,CE
2020-01-10,2700,166,0,0,3,2,1,0,1,0.0,CE
2020-01-11,2700,166,0,0,3,2,1,0,1,0.0,CE
2020-01-12,2700,166,0,0,3,2,1,0,1,0.0,CE
2020-01-13,2700,166,0,0,3,2,1,0,1,0.0,CE
2020-01-14,2700,166,0,0,4,2,1,0,1,0.0,CE
2020-01-15,2700,166,0,0,4,2,1,0,2,0.0,CE
2020-01-16,2700,166,0,0,4,2,1,0,2,0.0,CE
2020-01-17,2700,166,0,0,4,2,1,0,2,0.0,CE
2020-01-18,2700,166,0,0,4,2,1,0,3,0.0,CE
2020-01-19,2700,166,0,0,5,2,1,0,4,0.0,CE
2020-01-20,2701,166,0,0,6,2,1,0,8,0.0,CE
2020-01-21,2701,166,0,0,6,2,1,0,8,0.0,CE
2020-01-22,2701,166,1,0,6,2,1,0,8,0.0,CE
2020-01-23,2701,166,1,0,6,3,1,0,9,0.0,CE
2020-01-24,2701,166,1,0,6,3,1,0,9,0.0,CE
2020-01-25,2701,166,1,0,6,3,1,0,9,0.0,CE
2020-01-26,2701,166,1,0,7,3,1,0,10,0.0,CE
2020-01-27,2701,166,1,0,7,3,1,0,10,0.0,CE
2020-01-28,2701,166,1,0,7,3,1,0,10,0.0,CE
2020-01-29,2701,166,1,0,7,3,1,0,10,0.0,CE
2020-01-30,2701,166,1,0,8,3,1,0,10,0.0,CE
2020-01-31,2701,166,1,0,9,3,1,0,10,0.0,CE
2020-02-01,2701,166,1,0,9,4,2,0,12,0.0,CE
2020-02-02,2701,166,1,0,11,4,2,0,15,0.0,CE
2020-02-03,2701,166,1,0,12,5,2,0,15,0.0,CE
2020-02-04,2701,166,1,0,13,5,2,0,18,0.0,CE
2020-02-05,2701,166,1,0,14,5,2,0,18,0.0,CE
2020-02-06,2701,166,1,0,14,5,2,0,18,0.0,CE
2020-02-07,2701,167,1,0,14,6,2,0,19,0.0,CE
2020-02-08,2701,167,1,0,14,6,2,0,19,0.0,CE
2020-02-09,2701,167,1,0,15,6,2,0,21,0.0,CE
2020-02-10,2701,167,1,0,15,6,2,0,21,0.0,CE
2020-02-11,2701,167,1,0,15,7,2,0,23,0.0,CE
2020-02-12,2701,167,1,0,15,8,2,0,26,0.0,CE
2020-02-13,2702,167,1,0,15,8,2,0,26,0.0,CE
2020-02-14,2702,167,2,0,15,10,2,0,29,0.0,CE
2020-02-15,2702,167,2,0,18,10,2,0,31,0.0,CE
2020-02-16,2702,167,2,0,18,12,2,0,32,0.0,CE
2020-02-17,2702,167,2,0,19,14,2,0,35,0.0,CE
2020-02-18,2702,167,2,0,19,15,2,0,36,0.0,CE
2020-02-19,2702,167,2,0,21,15,2,0,38,0.0,CE
2020-02-20,2703,167,2,0,24,16,3,0,43,0.0,CE
2020-02-21,2703,167,2,0,26,17,3,0,47,0.0,CE
2020-02-22,2703,167,3,0,27,21,4,0,50,0.0,CE
2020-02-23,2703,167,3,0,30,22,5,0,57,0.0,CE
2020-02-24,2707,167,3,0,31,22,5,0,60,0.0,CE
2020-02-25,2707,168,4,0,32,23,5,0,68,0.0,CE
2020-02-26,2707,168,4,0,35,23,5,0,70,0.0,CE
2020-02-27,2707,171,5,0,36,23,5,0,74,0.0,CE
2020-02-28,2707,177,5,0,41,23,5,0,82,0.0,CE
2020-02-29,2707,181,7,0,43,23,5,0,87,0.0,CE
2020-03-01,2707,184,8,0,59,29,5,0,95,0.0,CE
2020-03-02,2720,186,9,0,65,37,7,0,102,0.0,CE
2020-03-03,2724,191,11,0,71,40,7,0,108,0.0,CE
2020-03-04,2727,198,13,0,77,45,7,0,130,0.0,CE
2020-03-05,2734,199,15,1,86,51,7,0,148,0.0,CE
2020-03-06,2737,206,17,1,94,60,11,0,156,0.0,CE
2020-03-07,2746,209,18,1,107,66,13,0,168,0.0,CE
2020-03-08,2750,209,22,3,116,71,14,0,184,0.0,CE
2020-03-09,2758,215,24,4,135,77,14,0,200,0.0,CE
2020-03-10,2763,223,28,4,162,87,16,0,234,0.0,CE
2020-03-11,2785,233,31,4,197,93,16,0,256,0.0,CE
2020-03-12,2810,250,34,8,236,123,17,0,283,0.0,CE
2020-03-13,2842,275,35,9,294,150,21,0,326,0.0,CE
2020-03-14,2872,290,38,11,382,191,25,0,375,0.0,CE
2020-03-15,2901,301,46,13,499,224,26,0,435,0.0,CE
2020-03-16,3041,379,60,13,726,283,30,0,527,0.0,CE
2020-03-17,3216,436,76,19,970,355,32,0,635,0.0,CE
2020-03-18,3533,599,98,27,1441,481,35,0,764,0.0,CE
2020-03-19,3888,709,123,30,1843,582,37,0,888,0.0,CE
2020-03-20,4417,933,181,34,2400,772,44,0,1129,0.0,CE
2020-03-21,4876,1194,238,42,2902,940,46,0,1341,0.0,CE
2020-03-22,5290,1455,295,45,3384,1086,51,0,1526,0.0,CE
2020-03-23,5909,1931,346,52,4034,1274,55,0,1804,0.0,CE
2020-03-24,6535,2330,383,54,4640,1499,62,4,2031,0.267,CE
2020-03-25,7045,2561,418,62,5155,1688,67,6,2257,0.355,CE
2020-03-26,7578,2871,454,65,5582,1862,72,9,2483,0.483,CE
2020-03-27,7980,3202,481,71,5868,2004,76,12,2750,0.599,CE
