Data,Exames realizados,Suspeitos,Positivo,Municios Afetados,Recuperados,Óbitos,Taxa de letalidade (%),Taxa de recuperacao final (%),Taxa de óbito final (%),Estado
2020-01-01,1237,68,134,4,0,0,0.0,0.0,0.0,CE
2020-01-02,1237,68,134,4,0,0,0.0,0.0,0.0,CE
2020-01-03,1237,68,134,4,0,0,0.0,0.0,0.0,CE
2020-01-04,1237,68,134,4,0,0,0.0,0.0,0.0,CE
2020-01-05,1237,68,135,4,0,0,0.0,0.0,0.0,CE
2020-01-06,1237,69,135,4,0,0,0.0,0.0,0.0,CE
2020-01-07,1239,69,135,4,0,0,0.0,0.0,0.0,CE
2020-01-08,1239,69,135,4,0,0,0.0,0.0,0.0,CE
2020-01-09,1239,69,136,4,0,0,0.0,0.0,0.0,CE
2020-01-10,1239,69,136,4,0,0,0.0,0.0,0.0,CE
2020-01-11,1239,69,136,4,0,0,0.0,0.0,0.0,CE
2020-01-12,1239,69,136,4,0,0,0.0,0.0,0.0,CE
2020-01-13,1239,69,136,4,0,0,0.0,0.0,0.0,CE
2020-01-14,1239,69,136,4,0,0,0.0,0.0,0.0,CE
2020-01-15,1239,71,136,4,0,0,0.0,0.0,0.0,CE
2020-01-16,1239,71,136,4,0,0,0.0,0.0,0.0,CE
2020-01-17,1239,71,136,4,0,0,0.0,0.0,0.0,CE
2020-01-18,1239,72,136,4,0,0,0.0,0.0,0.0,CE
2020-01-19,1239,73,136,4,0,0,0.0,0.0,0.0,CE
2020-01-20,1240,76,137,4,1,0,0.0,100.0,0.0,CE
2020-01-21,1240,76,137,4,1,0,0.0,100.0,0.0,CE
2020-01-22,1240,76,138,5,1,0,0.0,100.0,0.0,CE
2020-01-23,1240,77,138,5,1,0,0.0,100.0,0.0,CE
2020-01-24,1240,77,138,5,1,0,0.0,100.0,0.0,CE
2020-01-25,1240,77,138,5,1,0,0.0,100.0,0.0,CE
2020-01-26,1240,77,139,6,1,0,0.0,100.0,0.0,CE
2020-01-27,1240,77,139,6,1,0,0.0,100.0,0.0,CE
2020-01-28,1240,77,139,6,1,0,0.0,100.0,0.0,CE
2020-01-29,1240,77,139,6,1,0,0.0,100.0,0.0,CE
2020-01-30,1243,78,139,6,1,0,0.0,100.0,0.0,CE
2020-01-31,1243,79,139,6,1,0,0.0,100.0,0.0,CE
2020-02-01,1243,82,139,6,1,0,0.0,100.0,0.0,CE
2020-02-02,1243,86,139,6,1,0,0.0,100.0,0.0,CE
2020-02-03,1243,87,140,6,1,0,0.0,100.0,0.0,CE
2020-02-04,1245,89,140,6,2,0,0.0,100.0,0.0,CE
2020-02-05,1246,91,140,6,2,0,0.0,100.0,0.0,CE
2020-02-06,1246,93,140,6,2,0,0.0,100.0,0.0,CE
2020-02-07,1246,93,142,6,2,0,0.0,100.0,0.0,CE
2020-02-08,1247,93,142,6,3,0,0.0,100.0,0.0,CE
2020-02-09,1247,94,142,6,3,0,0.0,100.0,0.0,CE
2020-02-10,1247,94,142,6,3,0,0.0,100.0,0.0,CE
2020-02-11,1247,97,143,6,3,0,0.0,100.0,0.0,CE
2020-02-12,1247,100,144,6,3,0,0.0,100.0,0.0,CE
2020-02-13,1248,100,144,6,4,0,0.0,100.0,0.0,CE
2020-02-14,1248,103,146,6,4,0,0.0,100.0,0.0,CE
2020-02-15,1248,105,146,6,4,0,0.0,100.0,0.0,CE
2020-02-16,1248,105,147,6,4,0,0.0,100.0,0.0,CE
2020-02-17,1248,108,148,6,4,0,0.0,100.0,0.0,CE
2020-02-18,1248,109,149,6,4,0,0.0,100.0,0.0,CE
2020-02-19,1248,111,149,6,4,0,0.0,100.0,0.0,CE
2020-02-20,1249,117,150,7,4,0,0.0,100.0,0.0,CE
2020-02-21,1249,121,151,7,4,0,0.0,100.0,0.0,CE
2020-02-22,1249,124,156,9,4,0,0.0,100.0,0.0,CE
2020-02-23,1249,131,158,10,4,0,0.0,100.0,0.0,CE
2020-02-24,1253,136,159,10,4,0,0.0,100.0,0.0,CE
2020-02-25,1253,145,161,11,4,0,0.0,100.0,0.0,CE
2020-02-26,1253,149,161,11,4,0,0.0,100.0,0.0,CE
2020-02-27,1253,157,162,11,4,0,0.0,100.0,0.0,CE
2020-02-28,1253,168,163,11,4,0,0.0,100.0,0.0,CE
2020-02-29,1253,175,164,11,4,0,0.0,100.0,0.0,CE
2020-03-01,1255,190,168,11,4,0,0.0,100.0,0.0,CE
2020-03-02,1262,203,173,11,6,0,0.0,100.0,0.0,CE
2020-03-03,1262,218,175,11,6,0,0.0,100.0,0.0,CE
2020-03-04,1264,242,177,11,6,0,0.0,100.0,0.0,CE
2020-03-05,1264,263,181,11,6,0,0.0,100.0,0.0,CE
2020-03-06,1264,280,183,12,6,0,0.0,100.0,0.0,CE
2020-03-07,1269,297,185,12,6,0,0.0,100.0,0.0,CE
2020-03-08,1272,318,189,14,6,0,0.0,100.0,0.0,CE
2020-03-09,1279,337,196,15,6,0,0.0,100.0,0.0,CE
2020-03-10,1279,377,203,16,6,0,0.0,100.0,0.0,CE
2020-03-11,1299,404,208,17,6,0,0.0,100.0,0.0,CE
2020-03-12,1318,439,225,17,6,0,0.0,100.0,0.0,CE
2020-03-13,1344,495,250,20,7,0,0.0,100.0,0.0,CE
2020-03-14,1395,548,284,22,7,0,0.0,100.0,0.0,CE
2020-03-15,1451,612,325,24,7,0,0.0,100.0,0.0,CE
2020-03-16,1658,746,390,27,10,0,0.0,100.0,0.0,CE
2020-03-17,1861,866,465,27,11,0,0.0,100.0,0.0,CE
2020-03-18,2228,1095,600,32,14,0,0.0,100.0,0.0,CE
2020-03-19,2653,1301,702,35,18,0,0.0,100.0,0.0,CE
2020-03-20,3213,1694,913,42,20,0,0.0,100.0,0.0,CE
