Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,2698,168,2,0,18,11,2,0,31,0.0,CE
2020-02-16,2698,168,2,0,18,13,2,0,32,0.0,CE
2020-02-17,2698,168,2,0,19,15,2,0,35,0.0,CE
2020-02-18,2698,168,2,0,19,16,2,0,36,0.0,CE
2020-02-19,2698,168,2,0,21,16,2,0,38,0.0,CE
2020-02-20,2699,168,2,0,24,17,3,0,43,0.0,CE
2020-02-21,2699,168,2,0,26,18,3,0,47,0.0,CE
2020-02-22,2699,168,3,0,27,22,4,0,50,0.0,CE
2020-02-23,2699,168,3,0,30,23,5,0,57,0.0,CE
2020-02-24,2703,168,3,0,31,23,5,0,60,0.0,CE
2020-02-25,2703,169,4,0,32,24,5,0,68,0.0,CE
2020-02-26,2703,169,4,0,35,24,5,0,70,0.0,CE
2020-02-27,2703,172,5,0,36,24,5,0,74,0.0,CE
2020-02-28,2703,178,5,0,41,24,5,0,82,0.0,CE
2020-02-29,2703,182,7,0,44,24,5,0,86,0.0,CE
2020-03-01,2703,185,8,0,60,30,5,0,94,0.0,CE
2020-03-02,2716,187,9,0,66,38,7,0,102,0.0,CE
2020-03-03,2720,192,11,0,72,41,7,0,108,0.0,CE
2020-03-04,2724,198,13,0,79,46,7,0,130,0.0,CE
2020-03-05,2731,200,16,1,88,52,7,0,148,0.0,CE
2020-03-06,2733,208,18,1,95,61,11,0,156,0.0,CE
2020-03-07,2743,211,19,1,109,67,13,0,168,0.0,CE
2020-03-08,2746,211,23,3,119,71,14,0,185,0.0,CE
2020-03-09,2754,217,25,4,138,77,14,0,201,0.0,CE
2020-03-10,2758,226,29,4,165,87,16,0,235,0.0,CE
2020-03-11,2779,235,32,4,197,93,16,0,258,0.0,CE
2020-03-12,2803,252,35,8,234,124,17,0,284,0.0,CE
2020-03-13,2834,278,35,9,290,151,21,0,326,0.0,CE
2020-03-14,2864,293,38,11,378,192,25,0,375,0.0,CE
2020-03-15,2893,304,46,13,495,225,26,0,435,0.0,CE
2020-03-16,3032,382,61,13,722,284,30,0,527,0.0,CE
2020-03-17,3207,441,76,19,966,356,32,0,636,0.0,CE
