Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-24,2979,112,3,0,43,28,9,0,68,0.0,CE
2020-02-25,2979,113,4,0,48,30,10,0,76,0.0,CE
2020-02-26,2979,113,4,0,51,30,10,0,79,0.0,CE
2020-02-27,2979,116,5,0,52,30,10,0,83,0.0,CE
2020-02-28,2979,121,5,0,62,30,10,0,89,0.0,CE
2020-02-29,2979,123,5,0,64,30,10,0,93,0.0,CE
2020-03-01,2979,128,6,0,86,34,10,0,104,0.0,CE
2020-03-02,2986,133,7,0,95,38,10,0,113,0.0,CE
2020-03-03,2986,140,7,0,106,40,10,0,121,0.0,CE
2020-03-04,2988,147,8,0,112,42,10,0,144,0.0,CE
2020-03-05,2988,149,9,1,123,46,10,0,163,0.0,CE
2020-03-06,2988,158,11,1,131,48,11,0,173,0.0,CE
2020-03-07,2993,163,12,1,147,50,11,0,185,0.0,CE
2020-03-08,2995,164,15,3,157,54,12,0,203,0.0,CE
2020-03-09,3001,169,16,4,179,60,13,0,219,0.0,CE
2020-03-10,3001,182,20,4,208,67,14,0,252,0.0,CE
2020-03-11,3017,194,23,5,238,73,15,0,274,0.0,CE
2020-03-12,3026,212,23,9,270,96,16,0,298,0.0,CE
2020-03-13,3043,246,23,10,327,125,18,0,333,0.0,CE
2020-03-14,3064,263,25,12,425,161,20,0,377,0.0,CE
2020-03-15,3089,272,34,14,548,200,22,0,433,0.0,CE
2020-03-16,3224,332,47,14,778,266,25,0,518,0.0,CE
2020-03-17,3395,368,59,20,1026,340,27,0,621,0.0,CE
2020-03-18,3700,497,78,28,1507,470,32,0,748,0.0,CE
2020-03-19,4049,592,99,30,1923,571,35,0,885,0.0,CE
2020-03-20,4571,789,144,34,2517,778,41,0,1132,0.0,CE
2020-03-21,5030,1027,195,41,3021,953,42,0,1337,0.0,CE
2020-03-22,5443,1259,249,45,3492,1108,48,0,1519,0.0,CE
2020-03-23,6056,1710,287,51,4151,1300,52,0,1789,0.0,CE
2020-03-24,6673,2076,312,53,4756,1531,59,5,2005,0.327,CE
2020-03-25,7176,2302,340,60,5282,1735,65,7,2217,0.403,CE
2020-03-26,7706,2599,367,63,5716,1922,73,10,2423,0.52,CE
2020-03-27,8104,2908,397,70,6012,2071,77,13,2679,0.628,CE
2020-03-28,8327,3064,428,74,6245,2191,79,15,2885,0.685,CE
2020-03-29,8553,3196,454,77,6432,2304,81,19,3102,0.825,CE
2020-03-30,8919,3491,479,83,6742,2454,84,23,3394,0.937,CE
2020-03-31,9308,3811,496,91,6932,2579,86,26,3606,1.008,CE
2020-04-01,9607,4137,538,100,7274,2795,91,28,3982,1.002,CE
2020-04-02,9936,4581,560,107,7478,2946,99,37,4263,1.256,CE
2020-04-03,10249,4989,602,113,7670,3084,100,46,4546,1.492,CE
2020-04-04,10485,5137,622,125,7868,3245,104,53,4768,1.633,CE
2020-04-05,10657,5283,653,135,8082,3434,109,61,5034,1.776,CE
2020-04-06,11084,5665,684,142,8373,3642,111,73,5380,2.004,CE
2020-04-07,11513,6047,718,148,8622,3867,113,80,5706,2.069,CE
2020-04-08,12001,6483,753,156,8850,4124,119,88,6014,2.134,CE
2020-04-09,12562,6786,797,169,9177,4409,120,100,6318,2.268,CE
2020-04-10,12951,6971,860,181,9533,4817,128,112,6809,2.325,CE
2020-04-11,13417,7183,909,188,9779,5170,131,125,7194,2.418,CE
2020-04-12,13631,7387,957,194,10044,5534,133,139,7643,2.512,CE
2020-04-13,14162,7802,1014,207,10392,5977,135,146,8152,2.443,CE
2020-04-14,14772,8320,1061,212,10765,6450,141,166,8655,2.574,CE
2020-04-15,15427,8864,1134,218,11225,6949,144,184,9194,2.648,CE
2020-04-16,16263,9429,1201,226,11591,7388,146,200,9697,2.707,CE
2020-04-17,17193,9977,1260,234,11986,7902,149,223,10201,2.822,CE
2020-04-18,17751,10251,1320,245,12318,8388,152,240,10665,2.861,CE
2020-04-19,18077,10509,1391,250,12599,8940,155,263,11174,2.942,CE
2020-04-20,19038,11200,1546,260,13305,9746,159,295,12117,3.027,CE
2020-04-21,19511,11495,1662,263,13667,10294,161,320,12697,3.109,CE
2020-04-22,20524,11921,1793,270,14086,10853,162,343,13365,3.16,CE
2020-04-23,21638,12548,1941,271,14476,11411,163,365,14103,3.199,CE
2020-04-24,22846,13450,2159,273,14877,12036,163,408,14903,3.39,CE
2020-04-25,23565,13864,2408,277,15290,12620,163,445,15758,3.526,CE
2020-04-26,24148,14198,2607,278,15701,13072,165,496,16597,3.794,CE
2020-04-27,25556,15303,2886,278,16112,13510,166,535,17607,3.96,CE
2020-04-28,27012,16499,3192,280,16501,13863,167,574,18498,4.141,CE
2020-04-29,28607,17777,3430,281,16784,14112,168,628,19282,4.45,CE
2020-04-30,30276,19287,3743,282,17053,14364,168,686,20274,4.776,CE
2020-05-01,31264,20046,4041,282,17206,14514,168,738,21347,5.085,CE
2020-05-02,32144,20858,4274,283,17325,14631,168,783,22052,5.352,CE
2020-05-03,33020,21650,4425,284,17396,14709,168,832,22709,5.656,CE
2020-05-04,34922,23736,4579,284,17515,14801,168,878,23333,5.932,CE
2020-05-05,36995,25808,4710,284,17631,14882,168,923,23734,6.202,CE
2020-05-06,38447,27929,4753,284,17700,14931,168,943,23966,6.316,CE
2020-05-07,39213,29938,4801,284,17754,14956,168,961,24026,6.426,CE
2020-05-08,39406,30256,4881,284,17754,14956,168,966,24030,6.459,CE
