Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,2523,88,2,0,14,11,2,0,34,0.0,CE
2020-02-16,2523,88,2,0,14,13,2,0,35,0.0,CE
2020-02-17,2523,88,2,0,15,15,2,0,38,0.0,CE
2020-02-18,2523,88,2,0,15,16,2,0,39,0.0,CE
2020-02-19,2523,88,2,0,17,16,2,0,41,0.0,CE
2020-02-20,2524,88,2,0,20,17,3,0,46,0.0,CE
2020-02-21,2524,88,2,0,22,18,3,0,50,0.0,CE
2020-02-22,2524,88,3,0,22,20,3,0,56,0.0,CE
2020-02-23,2524,88,3,0,25,21,4,0,63,0.0,CE
2020-02-24,2528,88,3,0,26,21,4,0,66,0.0,CE
2020-02-25,2528,89,4,0,27,21,4,0,75,0.0,CE
2020-02-26,2528,89,4,0,30,21,4,0,77,0.0,CE
2020-02-27,2528,92,5,0,31,21,4,0,81,0.0,CE
2020-02-28,2528,97,5,0,36,21,4,0,89,0.0,CE
2020-02-29,2528,101,7,0,38,21,4,0,94,0.0,CE
2020-03-01,2530,103,8,0,59,24,4,0,102,0.0,CE
2020-03-02,2546,104,9,0,70,27,5,0,111,0.0,CE
2020-03-03,2547,108,9,0,77,29,6,0,117,0.0,CE
2020-03-04,2553,113,10,0,87,31,6,0,139,0.0,CE
2020-03-05,2557,115,13,1,99,34,6,0,157,0.0,CE
2020-03-06,2567,121,15,2,114,36,7,0,164,0.0,CE
2020-03-07,2576,123,16,2,132,39,8,0,176,0.0,CE
2020-03-08,2578,123,20,4,142,42,10,0,194,0.0,CE
2020-03-09,2587,129,22,5,164,45,10,0,210,0.0,CE
2020-03-10,2593,137,26,5,197,50,11,0,244,0.0,CE
2020-03-11,2616,146,30,5,230,54,11,0,267,0.0,CE
2020-03-12,2653,160,32,9,282,72,11,0,294,0.0,CE
2020-03-13,2685,186,34,10,343,95,15,0,337,0.0,CE
2020-03-14,2739,203,38,12,438,129,17,0,386,0.0,CE
2020-03-15,2774,214,46,14,556,159,18,0,446,0.0,CE
2020-03-16,2915,291,58,14,778,216,22,0,539,0.0,CE
2020-03-17,3118,343,69,17,1030,282,23,0,652,0.0,CE
2020-03-18,3516,508,93,25,1502,399,26,0,787,0.0,CE
2020-03-19,3894,616,122,28,1905,495,28,0,913,0.0,CE
2020-03-20,4435,841,181,32,2460,682,36,0,1155,0.0,CE
2020-03-21,4925,1101,239,39,2961,848,39,0,1372,0.0,CE
2020-03-22,5392,1360,300,43,3438,989,45,0,1560,0.0,CE
2020-03-23,5964,1838,351,50,4088,1178,51,0,1837,0.0,CE
2020-03-24,6542,2232,391,52,4692,1395,57,4,2067,0.287,CE
2020-03-25,7030,2467,427,59,5207,1584,62,6,2298,0.379,CE
2020-03-26,7534,2779,465,63,5635,1760,68,9,2524,0.511,CE
2020-03-27,7914,3114,497,68,5916,1903,72,12,2795,0.631,CE
2020-03-28,8165,3301,536,72,6133,2012,73,14,3017,0.696,CE
2020-03-29,8423,3453,568,74,6330,2108,74,18,3252,0.854,CE
2020-03-30,8810,3819,602,79,6640,2247,77,22,3549,0.979,CE
2020-03-31,9180,4184,629,85,6834,2364,79,25,3780,1.058,CE
2020-04-01,9482,4546,673,93,7143,2567,84,27,4144,1.052,CE
2020-04-02,9746,5016,707,100,7341,2709,91,36,4411,1.329,CE
2020-04-03,10066,5447,747,107,7538,2835,92,45,4691,1.587,CE
2020-04-04,10314,5622,769,120,7718,2992,98,52,4928,1.738,CE
2020-04-05,10500,5784,807,127,7903,3141,104,60,5208,1.91,CE
2020-04-06,10905,6181,850,135,8156,3329,106,72,5597,2.163,CE
2020-04-07,11302,6598,891,141,8386,3537,109,79,5955,2.234,CE
2020-04-08,11764,7082,932,148,8628,3769,115,87,6290,2.308,CE
2020-04-09,12238,7405,983,157,8966,4025,116,99,6632,2.46,CE
2020-04-10,12578,7609,1043,163,9273,4361,121,111,7176,2.545,CE
2020-04-11,13040,7846,1095,170,9498,4672,124,124,7601,2.654,CE
2020-04-12,13282,8073,1149,174,9722,4984,126,138,8087,2.769,CE
2020-04-13,13799,8525,1214,183,10011,5375,129,145,8675,2.698,CE
2020-04-14,14340,9106,1275,188,10315,5712,132,165,9241,2.889,CE
2020-04-15,14982,9712,1370,192,10646,6052,135,183,9819,3.024,CE
2020-04-16,15772,10342,1451,194,10939,6358,136,199,10385,3.13,CE
2020-04-17,16658,10950,1550,198,11239,6665,140,222,10985,3.331,CE
2020-04-18,17187,11266,1652,202,11453,6897,142,239,11586,3.465,CE
2020-04-19,17509,11561,1761,205,11623,7138,145,262,12206,3.67,CE
2020-04-20,18380,12407,1973,208,11946,7476,146,293,13153,3.919,CE
2020-04-21,18733,12785,2136,208,12104,7669,148,318,13795,4.147,CE
2020-04-22,19575,13175,2309,211,12276,7869,149,340,14482,4.321,CE
2020-04-23,20360,14021,2497,211,12436,8011,149,361,15192,4.506,CE
2020-04-24,21055,15373,2710,211,12529,8174,149,401,15886,4.906,CE
2020-04-25,21408,16150,2926,213,12587,8296,149,435,16467,5.243,CE
2020-04-26,21676,16806,3107,213,12617,8387,150,485,17022,5.783,CE
2020-04-27,22568,18518,3297,213,12693,8453,150,515,17469,6.093,CE
2020-04-28,23719,20301,3527,213,12759,8501,150,548,17713,6.446,CE
2020-04-29,24781,22005,3669,213,12857,8549,150,588,17791,6.878,CE
2020-04-30,25731,23467,3992,213,12902,8592,151,631,17811,7.344,CE
2020-05-01,26368,23866,4388,213,12929,8652,151,664,17811,7.675,CE
2020-05-02,26939,24236,4745,213,12968,8674,151,680,17812,7.84,CE
2020-05-03,27535,24610,5108,213,12973,8681,151,693,17812,7.983,CE
2020-05-04,27831,24858,5333,213,12985,8686,151,693,17812,7.978,CE
