Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,2677,164,3,0,18,9,2,0,31,0.0,CE
2020-02-16,2677,164,3,0,18,11,2,0,32,0.0,CE
2020-02-17,2677,164,3,0,19,13,2,0,35,0.0,CE
2020-02-18,2677,164,3,0,19,14,2,0,36,0.0,CE
2020-02-19,2677,164,3,0,21,14,2,0,38,0.0,CE
2020-02-20,2678,164,3,0,24,15,3,0,43,0.0,CE
2020-02-21,2678,164,3,0,26,16,3,0,47,0.0,CE
2020-02-22,2678,164,4,0,27,20,4,0,50,0.0,CE
2020-02-23,2678,164,4,0,30,21,5,0,57,0.0,CE
2020-02-24,2682,164,4,0,31,21,5,0,60,0.0,CE
2020-02-25,2682,165,5,0,32,22,5,0,68,0.0,CE
2020-02-26,2682,165,5,0,35,22,5,0,70,0.0,CE
2020-02-27,2682,168,6,0,36,22,5,0,74,0.0,CE
2020-02-28,2682,174,6,0,41,22,5,0,82,0.0,CE
2020-02-29,2682,177,7,0,43,22,5,0,87,0.0,CE
2020-03-01,2683,180,8,0,59,29,5,0,95,0.0,CE
2020-03-02,2695,182,9,0,66,36,7,0,102,0.0,CE
2020-03-03,2699,187,10,0,72,39,7,0,108,0.0,CE
2020-03-04,2703,193,12,0,79,44,7,0,130,0.0,CE
2020-03-05,2710,194,14,1,88,50,7,0,148,0.0,CE
2020-03-06,2712,201,16,1,95,59,11,0,156,0.0,CE
2020-03-07,2722,203,17,1,109,65,13,0,168,0.0,CE
2020-03-08,2725,203,20,3,117,69,14,0,186,0.0,CE
2020-03-09,2732,209,22,4,137,75,14,0,202,0.0,CE
2020-03-10,2736,218,26,4,164,85,16,0,236,0.0,CE
2020-03-11,2758,227,29,4,198,91,16,0,259,0.0,CE
2020-03-12,2780,243,31,8,235,120,17,0,286,0.0,CE
2020-03-13,2811,269,31,9,291,147,21,0,329,0.0,CE
2020-03-14,2841,284,34,11,379,188,25,0,378,0.0,CE
2020-03-15,2870,295,42,13,497,220,26,0,438,0.0,CE
2020-03-16,3008,373,56,13,725,277,30,0,530,0.0,CE
2020-03-17,3180,432,73,19,968,349,32,0,639,0.0,CE
2020-03-18,3498,596,95,27,1437,478,35,0,767,0.0,CE
2020-03-19,3853,707,120,30,1840,577,37,0,892,0.0,CE
2020-03-20,4383,931,178,34,2399,767,44,0,1130,0.0,CE
2020-03-21,4842,1191,234,42,2902,934,46,0,1344,0.0,CE
2020-03-22,5259,1452,293,45,3381,1080,51,0,1529,0.0,CE
2020-03-23,5878,1928,344,52,4030,1268,55,0,1808,0.0,CE
2020-03-24,6508,2328,383,54,4637,1491,62,4,2033,0.268,CE
2020-03-25,7018,2558,416,62,5153,1682,67,6,2256,0.357,CE
2020-03-26,7552,2866,449,65,5578,1858,72,9,2483,0.484,CE
2020-03-27,7955,3197,479,70,5860,2000,76,12,2753,0.6,CE
2020-03-28,8182,3378,515,75,6080,2109,77,14,2975,0.664,CE
2020-03-29,8406,3527,540,76,6277,2208,79,18,3211,0.815,CE
2020-03-30,8772,3882,574,81,6587,2351,82,22,3499,0.936,CE
2020-03-31,9164,4231,599,87,6781,2475,85,25,3726,1.01,CE
2020-04-01,9460,4590,643,96,7094,2678,90,27,4088,1.008,CE
2020-04-02,9781,5055,672,104,7296,2821,96,36,4351,1.276,CE
2020-04-03,10093,5481,708,111,7500,2947,97,45,4628,1.527,CE
2020-04-04,10321,5649,726,125,7684,3106,103,52,4859,1.674,CE
2020-04-05,10472,5808,760,134,7870,3262,106,60,5135,1.839,CE
2020-04-06,10889,6204,802,142,8125,3456,108,72,5517,2.083,CE
2020-04-07,11304,6620,841,149,8355,3666,111,79,5868,2.155,CE
2020-04-08,11793,7100,879,156,8601,3917,115,87,6189,2.221,CE
2020-04-09,12277,7426,932,167,8942,4186,116,99,6511,2.365,CE
2020-04-10,12622,7633,993,179,9255,4553,123,111,7014,2.438,CE
2020-04-11,13063,7869,1050,187,9486,4884,126,124,7419,2.539,CE
2020-04-12,13268,8093,1108,194,9722,5222,128,138,7864,2.643,CE
2020-04-13,13789,8544,1179,209,10037,5643,131,145,8397,2.57,CE
2020-04-14,14378,9112,1239,215,10362,6047,135,165,8893,2.729,CE
2020-04-15,15001,9710,1328,221,10712,6457,137,183,9393,2.834,CE
2020-04-16,15812,10323,1413,228,11025,6844,140,199,9857,2.908,CE
2020-04-17,16714,10920,1503,237,11362,7262,144,222,10340,3.057,CE
2020-04-18,17262,11217,1596,248,11615,7646,147,239,10764,3.126,CE
2020-04-19,17577,11497,1696,253,11823,8037,151,262,11218,3.26,CE
2020-04-20,18490,12269,1904,263,12185,8587,154,293,11952,3.412,CE
2020-04-21,18931,12564,2056,264,12387,8929,157,318,12441,3.561,CE
2020-04-22,19854,12897,2222,270,12608,9306,158,340,12968,3.654,CE
2020-04-23,20905,13568,2386,272,12807,9629,160,361,13568,3.749,CE
2020-04-24,21966,14560,2583,273,12947,9944,160,401,14137,4.033,CE
2020-04-25,22647,15085,2790,277,13048,10192,160,437,14616,4.288,CE
2020-04-26,23206,15510,2967,277,13111,10367,161,487,15098,4.698,CE
2020-04-27,24418,16898,3154,277,13216,10550,161,520,15504,4.929,CE
2020-04-28,25718,18518,3370,277,13301,10635,161,553,15728,5.2,CE
2020-04-29,27125,20096,3482,278,13423,10761,162,594,15806,5.52,CE
2020-04-30,28239,21469,3778,279,13489,10876,162,637,15827,5.857,CE
2020-05-01,28903,21845,4152,279,13530,10976,163,674,15828,6.141,CE
2020-05-02,29560,22212,4507,279,13575,11015,163,691,15829,6.273,CE
2020-05-03,30186,22571,4855,279,13582,11031,163,711,15829,6.445,CE
2020-05-04,30829,22921,5179,279,13595,11040,163,712,15829,6.449,CE
