Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-03,2685,90,1,0,13,6,2,0,15,0.0,CE
2020-02-04,2685,90,1,0,14,6,2,0,18,0.0,CE
2020-02-05,2685,90,1,0,16,6,2,0,18,0.0,CE
2020-02-06,2685,90,1,0,16,6,2,0,18,0.0,CE
2020-02-07,2685,91,1,0,16,7,2,0,19,0.0,CE
2020-02-08,2685,91,1,0,16,8,2,0,19,0.0,CE
2020-02-09,2685,91,1,0,17,8,2,0,21,0.0,CE
2020-02-10,2685,91,1,0,17,8,2,0,21,0.0,CE
2020-02-11,2685,91,1,0,17,9,2,0,24,0.0,CE
2020-02-12,2685,91,1,0,17,10,2,0,27,0.0,CE
2020-02-13,2686,91,1,0,17,10,2,0,27,0.0,CE
2020-02-14,2687,91,2,0,17,12,2,0,30,0.0,CE
2020-02-15,2687,91,3,0,19,12,2,0,32,0.0,CE
2020-02-16,2687,91,3,0,19,13,2,0,33,0.0,CE
2020-02-17,2687,91,3,0,21,15,2,0,36,0.0,CE
2020-02-18,2687,91,3,0,21,16,2,0,37,0.0,CE
2020-02-19,2687,91,3,0,23,16,2,0,39,0.0,CE
2020-02-20,2688,91,3,0,26,17,3,0,45,0.0,CE
2020-02-21,2688,91,3,0,28,18,3,0,49,0.0,CE
2020-02-22,2688,91,4,0,30,22,4,0,52,0.0,CE
2020-02-23,2688,91,4,0,33,23,5,0,59,0.0,CE
2020-02-24,2692,91,4,0,34,24,6,0,63,0.0,CE
2020-02-25,2692,92,5,0,37,25,6,0,71,0.0,CE
2020-02-26,2692,92,5,0,40,25,6,0,73,0.0,CE
2020-02-27,2692,95,6,0,41,25,6,0,77,0.0,CE
2020-02-28,2692,100,6,0,48,25,6,0,84,0.0,CE
2020-02-29,2692,103,7,0,50,25,6,0,89,0.0,CE
2020-03-01,2692,106,8,0,68,31,6,0,99,0.0,CE
2020-03-02,2705,108,9,0,75,38,7,0,107,0.0,CE
2020-03-03,2709,114,10,0,84,41,7,0,112,0.0,CE
2020-03-04,2713,119,12,0,90,45,7,0,134,0.0,CE
2020-03-05,2720,121,15,1,99,52,7,0,152,0.0,CE
2020-03-06,2722,127,17,1,106,61,11,0,160,0.0,CE
2020-03-07,2731,131,18,1,121,66,12,0,172,0.0,CE
2020-03-08,2734,132,22,3,130,69,12,0,189,0.0,CE
2020-03-09,2739,138,23,4,149,76,13,0,204,0.0,CE
2020-03-10,2743,147,28,4,176,87,15,0,235,0.0,CE
2020-03-11,2765,157,31,4,210,94,16,0,256,0.0,CE
2020-03-12,2788,175,33,8,250,125,17,0,280,0.0,CE
2020-03-13,2818,200,34,9,311,153,20,0,317,0.0,CE
2020-03-14,2846,214,37,11,405,195,25,0,361,0.0,CE
2020-03-15,2874,223,45,13,525,233,27,0,418,0.0,CE
2020-03-16,3014,288,64,13,752,292,30,0,509,0.0,CE
2020-03-17,3187,331,78,19,992,365,32,0,617,0.0,CE
2020-03-18,3505,477,105,28,1464,489,35,0,743,0.0,CE
2020-03-19,3859,585,130,31,1872,587,38,0,871,0.0,CE
2020-03-20,4390,796,184,35,2449,783,44,0,1106,0.0,CE
2020-03-21,4850,1046,242,42,2950,947,46,0,1322,0.0,CE
2020-03-22,5260,1303,296,46,3427,1097,51,0,1504,0.0,CE
2020-03-23,5882,1761,347,50,4086,1286,54,0,1777,0.0,CE
2020-03-24,6508,2150,389,52,4692,1510,60,4,1999,0.265,CE
2020-03-25,7020,2371,424,59,5212,1714,66,6,2212,0.35,CE
2020-03-26,7563,2681,460,62,5653,1902,72,9,2419,0.473,CE
2020-03-27,7968,3002,484,68,5940,2046,76,12,2677,0.587,CE
2020-03-28,8193,3173,518,73,6167,2159,78,14,2893,0.648,CE
2020-03-29,8420,3309,548,75,6359,2261,80,18,3118,0.796,CE
2020-03-30,8783,3633,582,80,6652,2410,82,22,3405,0.913,CE
2020-03-31,9171,3975,604,88,6843,2532,84,25,3628,0.987,CE
2020-04-01,9463,4314,648,97,7169,2740,90,27,3997,0.985,CE
2020-04-02,9795,4772,675,103,7373,2891,98,36,4255,1.245,CE
2020-04-03,10111,5191,717,109,7575,3019,99,45,4526,1.491,CE
2020-04-04,10341,5345,737,121,7766,3175,103,52,4752,1.638,CE
2020-04-05,10499,5500,774,131,7964,3339,106,60,5020,1.797,CE
2020-04-06,10921,5893,809,139,8232,3542,109,72,5384,2.033,CE
2020-04-07,11335,6299,849,145,8468,3757,111,79,5711,2.103,CE
2020-04-08,11825,6756,886,153,8698,4012,118,87,6019,2.168,CE
2020-04-09,12305,7067,939,165,9019,4287,118,99,6346,2.309,CE
2020-04-10,12652,7267,1003,178,9341,4677,124,111,6838,2.373,CE
2020-04-11,13101,7495,1055,185,9582,5016,127,124,7232,2.472,CE
2020-04-12,13314,7713,1112,191,9835,5377,131,138,7675,2.566,CE
2020-04-13,13839,8141,1176,206,10164,5797,132,145,8211,2.501,CE
2020-04-14,14439,8695,1231,210,10504,6242,136,165,8708,2.643,CE
2020-04-15,15070,9269,1317,216,10903,6698,138,183,9226,2.732,CE
2020-04-16,15886,9862,1394,225,11239,7105,141,199,9707,2.801,CE
2020-04-17,16791,10440,1465,233,11605,7573,144,222,10209,2.931,CE
2020-04-18,17341,10732,1545,243,11902,8015,146,239,10648,2.982,CE
2020-04-19,17666,11002,1633,247,12147,8485,150,262,11150,3.088,CE
2020-04-20,18598,11739,1809,257,12638,9143,152,293,12019,3.205,CE
2020-04-21,19053,12060,1961,258,12902,9574,156,318,12547,3.321,CE
2020-04-22,20010,12513,2115,265,13206,10021,157,340,13139,3.393,CE
2020-04-23,21079,13184,2288,267,13465,10444,159,362,13799,3.466,CE
2020-04-24,22221,14126,2530,268,13669,10858,160,404,14458,3.721,CE
2020-04-25,22930,14582,2785,272,13834,11233,160,441,15095,3.926,CE
2020-04-26,23498,14958,2993,274,13971,11531,161,492,15710,4.267,CE
2020-04-27,24782,16203,3211,274,14123,11820,161,529,16321,4.475,CE
2020-04-28,26153,17610,3478,277,14275,12000,161,565,16763,4.708,CE
2020-04-29,27660,18999,3657,278,14414,12168,162,616,17054,5.062,CE
2020-04-30,29045,20585,3853,279,14513,12311,162,669,17295,5.434,CE
2020-05-01,29896,21373,4012,279,14580,12402,162,717,17452,5.781,CE
2020-05-02,30725,22169,4156,279,14646,12476,162,748,17529,5.996,CE
2020-05-03,31522,22937,4270,280,14669,12528,162,787,17562,6.282,CE
2020-05-04,32346,23829,4747,280,14715,12587,162,814,17569,6.467,CE
2020-05-05,33565,24490,5400,280,14746,12633,162,849,17569,6.72,CE
2020-05-06,34502,25083,5991,280,14752,12644,162,854,17569,6.754,CE
2020-05-07,34587,25114,6022,280,14752,12644,162,854,17569,6.754,CE
