Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-01-06,2679,139,0,0,2,1,1,0,1,0.0,CE
2020-01-07,2679,139,0,0,2,1,1,0,1,0.0,CE
2020-01-08,2679,139,0,0,2,1,1,0,1,0.0,CE
2020-01-09,2679,139,0,0,2,2,1,0,1,0.0,CE
2020-01-10,2679,139,0,0,3,2,1,0,1,0.0,CE
2020-01-11,2679,139,0,0,3,2,1,0,1,0.0,CE
2020-01-12,2679,139,0,0,3,2,1,0,1,0.0,CE
2020-01-13,2679,139,0,0,3,2,1,0,1,0.0,CE
2020-01-14,2679,139,0,0,4,2,1,0,1,0.0,CE
2020-01-15,2679,139,0,0,4,2,1,0,2,0.0,CE
2020-01-16,2679,139,0,0,4,2,1,0,2,0.0,CE
2020-01-17,2679,139,0,0,4,2,1,0,2,0.0,CE
2020-01-18,2679,139,0,0,4,2,1,0,3,0.0,CE
2020-01-19,2679,139,0,0,5,2,1,0,4,0.0,CE
2020-01-20,2680,139,0,0,6,2,1,0,8,0.0,CE
2020-01-21,2680,139,0,0,7,2,1,0,8,0.0,CE
2020-01-22,2680,139,1,0,7,2,1,0,8,0.0,CE
2020-01-23,2680,139,2,0,7,2,1,0,10,0.0,CE
2020-01-24,2680,139,2,0,7,2,1,0,10,0.0,CE
2020-01-25,2680,139,2,0,7,2,1,0,10,0.0,CE
2020-01-26,2680,139,2,0,8,2,1,0,11,0.0,CE
2020-01-27,2680,139,2,0,8,2,1,0,11,0.0,CE
2020-01-28,2680,139,2,0,8,2,1,0,11,0.0,CE
2020-01-29,2680,139,2,0,8,2,1,0,11,0.0,CE
2020-01-30,2680,139,2,0,9,2,1,0,11,0.0,CE
2020-01-31,2680,139,2,0,10,2,1,0,11,0.0,CE
2020-02-01,2680,139,2,0,10,3,2,0,13,0.0,CE
2020-02-02,2680,139,2,0,12,3,2,0,16,0.0,CE
2020-02-03,2680,139,2,0,13,4,2,0,16,0.0,CE
2020-02-04,2680,139,2,0,14,4,2,0,19,0.0,CE
2020-02-05,2680,139,2,0,16,4,2,0,19,0.0,CE
2020-02-06,2680,139,2,0,16,4,2,0,19,0.0,CE
2020-02-07,2680,140,2,0,16,5,2,0,20,0.0,CE
2020-02-08,2680,140,2,0,16,5,2,0,20,0.0,CE
2020-02-09,2680,140,2,0,17,5,2,0,22,0.0,CE
2020-02-10,2680,140,2,0,17,5,2,0,22,0.0,CE
2020-02-11,2680,140,2,0,17,6,2,0,25,0.0,CE
2020-02-12,2680,140,2,0,17,7,2,0,28,0.0,CE
2020-02-13,2681,140,2,0,17,7,2,0,28,0.0,CE
2020-02-14,2681,140,3,0,17,9,2,0,31,0.0,CE
2020-02-15,2681,140,3,0,20,9,2,0,33,0.0,CE
2020-02-16,2681,140,3,0,20,10,2,0,34,0.0,CE
2020-02-17,2681,140,3,0,22,12,2,0,37,0.0,CE
2020-02-18,2681,140,3,0,22,13,2,0,38,0.0,CE
2020-02-19,2681,140,3,0,24,13,2,0,40,0.0,CE
2020-02-20,2682,140,3,0,27,14,3,0,46,0.0,CE
2020-02-21,2682,140,3,0,29,15,3,0,50,0.0,CE
2020-02-22,2682,140,4,0,31,19,4,0,53,0.0,CE
2020-02-23,2682,140,4,0,34,20,5,0,60,0.0,CE
2020-02-24,2686,140,4,0,35,21,6,0,64,0.0,CE
2020-02-25,2686,141,5,0,38,22,6,0,72,0.0,CE
2020-02-26,2686,141,5,0,41,22,6,0,74,0.0,CE
2020-02-27,2686,144,6,0,42,22,6,0,78,0.0,CE
2020-02-28,2686,150,6,0,48,22,6,0,86,0.0,CE
2020-02-29,2686,154,8,0,50,22,6,0,91,0.0,CE
2020-03-01,2686,157,9,0,65,27,6,0,101,0.0,CE
2020-03-02,2698,160,10,0,73,34,7,0,109,0.0,CE
2020-03-03,2702,165,11,0,81,37,7,0,115,0.0,CE
2020-03-04,2705,172,13,0,87,42,7,0,137,0.0,CE
2020-03-05,2712,174,16,1,96,48,7,0,155,0.0,CE
2020-03-06,2714,182,18,1,103,57,11,0,163,0.0,CE
2020-03-07,2724,184,19,1,119,63,13,0,175,0.0,CE
2020-03-08,2728,184,23,3,128,67,14,0,192,0.0,CE
2020-03-09,2736,190,24,4,148,73,14,0,208,0.0,CE
2020-03-10,2740,199,29,4,173,83,16,0,242,0.0,CE
2020-03-11,2762,209,32,4,207,89,16,0,264,0.0,CE
2020-03-12,2787,225,34,8,246,119,17,0,293,0.0,CE
2020-03-13,2817,251,35,9,303,146,21,0,335,0.0,CE
2020-03-14,2847,265,38,11,392,187,26,0,385,0.0,CE
2020-03-15,2875,276,46,13,511,219,27,0,447,0.0,CE
2020-03-16,3016,354,61,13,738,277,30,0,541,0.0,CE
2020-03-17,3189,413,79,19,979,350,32,0,650,0.0,CE
2020-03-18,3504,576,102,27,1450,477,35,0,778,0.0,CE
2020-03-19,3861,689,130,30,1853,580,38,0,903,0.0,CE
2020-03-20,4393,915,193,34,2416,772,45,0,1147,0.0,CE
2020-03-21,4851,1177,248,41,2925,936,47,0,1363,0.0,CE
2020-03-22,5266,1439,304,45,3402,1081,52,0,1550,0.0,CE
2020-03-23,5886,1920,355,51,4051,1270,55,0,1829,0.0,CE
2020-03-24,6512,2319,390,53,4656,1493,62,4,2052,0.268,CE
2020-03-25,7019,2552,424,60,5177,1687,67,6,2276,0.356,CE
2020-03-26,7556,2863,457,63,5607,1864,72,9,2502,0.483,CE
2020-03-27,7958,3194,485,69,5890,2008,75,12,2776,0.598,CE
2020-03-28,8184,3375,520,74,6121,2118,76,14,3000,0.661,CE
2020-03-29,8408,3525,549,74,6319,2218,78,18,3237,0.812,CE
2020-03-30,8772,3877,582,79,6623,2364,81,22,3534,0.931,CE
2020-03-31,9163,4230,606,86,6812,2490,84,25,3763,1.004,CE
2020-04-01,9457,4588,651,95,7136,2695,89,27,4140,1.002,CE
2020-04-02,9786,5053,676,101,7350,2844,97,36,4407,1.266,CE
2020-04-03,10099,5475,711,107,7556,2971,98,45,4682,1.515,CE
2020-04-04,10328,5643,730,121,7749,3129,103,52,4911,1.662,CE
2020-04-05,10484,5803,766,131,7941,3289,106,60,5190,1.824,CE
2020-04-06,10901,6198,803,139,8201,3486,108,72,5570,2.065,CE
2020-04-07,11314,6614,844,146,8429,3698,111,79,5922,2.136,CE
2020-04-08,11802,7092,882,154,8675,3954,116,87,6243,2.2,CE
2020-04-09,12281,7417,935,165,9013,4233,116,99,6565,2.339,CE
2020-04-10,12621,7625,997,176,9331,4611,123,111,7080,2.407,CE
2020-04-11,13073,7860,1052,183,9575,4941,127,124,7485,2.51,CE
2020-04-12,13278,8083,1111,190,9822,5294,130,138,7937,2.607,CE
2020-04-13,13799,8530,1179,205,10156,5725,132,145,8481,2.533,CE
2020-04-14,14394,9098,1234,211,10499,6159,136,165,8985,2.679,CE
2020-04-15,15025,9697,1323,216,10891,6604,138,183,9530,2.771,CE
2020-04-16,15839,10314,1406,223,11228,7010,141,199,10024,2.839,CE
2020-04-17,16744,10901,1487,232,11593,7468,145,222,10540,2.973,CE
2020-04-18,17288,11197,1572,245,11889,7895,147,239,10998,3.027,CE
2020-04-19,17607,11476,1671,250,12135,8350,151,262,11516,3.138,CE
2020-04-20,18538,12244,1868,261,12617,9007,154,293,12406,3.253,CE
2020-04-21,18987,12579,2028,262,12889,9423,157,318,12945,3.375,CE
2020-04-22,19932,13044,2185,269,13197,9857,158,340,13553,3.449,CE
2020-04-23,20996,13729,2367,271,13454,10259,160,362,14219,3.529,CE
2020-04-24,22136,14682,2617,272,13661,10658,161,404,14891,3.791,CE
2020-04-25,22843,15163,2888,276,13822,11019,161,441,15546,4.002,CE
2020-04-26,23405,15547,3104,277,13952,11295,162,491,16182,4.347,CE
2020-04-27,24691,16838,3362,277,14092,11561,162,528,16802,4.567,CE
2020-04-28,26050,18322,3643,279,14245,11713,162,564,17264,4.815,CE
2020-04-29,27540,19784,3824,280,14387,11889,163,614,17562,5.164,CE
2020-04-30,28904,21478,4043,281,14490,12018,163,667,17806,5.55,CE
2020-05-01,29741,22324,4202,281,14560,12107,163,714,17975,5.897,CE
2020-05-02,30566,23149,4362,282,14627,12179,163,745,18053,6.117,CE
2020-05-03,31359,23928,4476,282,14650,12232,163,784,18088,6.409,CE
2020-05-04,32173,24841,4958,282,14696,12285,163,811,18091,6.602,CE
2020-05-05,33374,25516,5613,282,14723,12310,163,845,18091,6.864,CE
2020-05-06,34159,25964,6057,282,14724,12310,163,849,18091,6.897,CE
