Data,Exames realizados,Suspeitos,Positivo,Municios Afetados,Recuperados,Óbitos,Taxa de letalidade (%),Taxa de recuperacao final (%),Taxa de óbito final (%),Estado
2020-01-01,1256,52,127,5,0,0,0.0,0.0,0.0,CE
2020-01-02,1256,52,129,5,0,0,0.0,0.0,0.0,CE
2020-01-03,1256,52,129,5,0,0,0.0,0.0,0.0,CE
2020-01-04,1256,52,129,5,0,0,0.0,0.0,0.0,CE
2020-01-05,1256,52,130,5,0,0,0.0,0.0,0.0,CE
2020-01-06,1256,55,131,5,0,0,0.0,0.0,0.0,CE
2020-01-07,1256,55,131,5,0,0,0.0,0.0,0.0,CE
2020-01-08,1256,55,131,5,0,0,0.0,0.0,0.0,CE
2020-01-09,1256,55,132,5,0,0,0.0,0.0,0.0,CE
2020-01-10,1256,55,133,6,0,0,0.0,0.0,0.0,CE
2020-01-11,1256,55,133,6,0,0,0.0,0.0,0.0,CE
2020-01-12,1256,56,133,6,0,0,0.0,0.0,0.0,CE
2020-01-13,1256,57,133,6,0,0,0.0,0.0,0.0,CE
2020-01-14,1256,58,133,6,0,0,0.0,0.0,0.0,CE
2020-01-15,1256,61,134,6,0,0,0.0,0.0,0.0,CE
2020-01-16,1256,61,134,6,0,0,0.0,0.0,0.0,CE
2020-01-17,1256,61,134,6,0,0,0.0,0.0,0.0,CE
2020-01-18,1256,64,135,6,0,0,0.0,0.0,0.0,CE
2020-01-19,1256,65,135,6,0,0,0.0,0.0,0.0,CE
2020-01-20,1256,68,136,6,0,0,0.0,0.0,0.0,CE
2020-01-21,1256,68,136,6,0,0,0.0,0.0,0.0,CE
2020-01-22,1256,69,137,7,0,0,0.0,0.0,0.0,CE
2020-01-23,1256,70,137,7,0,0,0.0,0.0,0.0,CE
2020-01-24,1257,70,137,7,0,0,0.0,0.0,0.0,CE
2020-01-25,1257,72,137,7,0,0,0.0,0.0,0.0,CE
2020-01-26,1257,72,138,8,0,0,0.0,0.0,0.0,CE
2020-01-27,1257,72,138,8,0,0,0.0,0.0,0.0,CE
2020-01-28,1257,72,139,8,0,0,0.0,0.0,0.0,CE
2020-01-29,1257,72,139,8,0,0,0.0,0.0,0.0,CE
